,market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
482,"'other', 'finance', 'iot', 'blockchain'",'web app',Privately,High company activity detected,24 Jul 18,11100.0,30.5,'TRASTRA',Pre,"'b2c', 'b2b', 'other', 'commission', 'freemium'",798,Undisclosed,https://trastra.com/?ref=startuptracker,'Cash out crypto easily and fast with trusted banking.','TRASTRA',July 30 2017,London UK,https://crunchbase.com/organization/trastra,425300
483,"'consulting', 'hr and recruitment'",'web app',Publicly,No recent company activity detected,18 Jul 18,1600.0,30.5,'Roger Gorman',Pre,"'b2b', 'sales', 'subscription'",4600,$6m,http://www.profinda.com?ref=startuptracker,'SaaS Cloud Team And Work Management Platform','ProFinda',January 1 2011,London UK,https://www.crunchbase.com/organization/profinda,2900000
484,'ar/vr','hardware',Privately,High company activity detected,18 Jul 18,3700.0,75.5,'WaveOptics',Pre,"'b2b', 'sales'",766,$25m,https://enhancedworld.com?ref=startuptracker,"'We are leading designer and manufacturer of waveguides,  the key optical component for Augmented Reality Wearables.'",'WaveOptics',October 16 2014,Oxford UK,https://www.crunchbase.com/organization/waveoptics,1300000
485,"'education', 'marketing', 'events', 'startups'","'mobile app', 'physical goods', 'service', 'web app'",Publicly,High company activity detected,17 Jul 18,0.0,2.0,"'StartUp Disruptors™️ Entrepreneurship Education', 'Little Kanga Ltd', 'Laura @ Office Asset', 'Hampshire Meet The Buyer - Premium Conference/Expo'",Post,"'b2c', 'b2b', 'commission', 'advertising', 'affiliation', 'sales', 'subscription'",2400,Undisclosed,http://www.start-up-Disruptors.co.uk?ref=startuptracker,'A supportive community for startups to network and grow','StartUp Disruptors',March 5 2015,Portsmouth UK,https://startuptracker.io,0
486,"'education', 'startups'",'web app',Publicly,No recent company activity detected,17 Jul 18,320.0,2.0,"'Ben Tossell', 'Mubashar Iqbal', 'Quuu', 'DashMetrics', 'BotList'",Post,"'b2c', 'freemium', 'subscription'",320,Self,https://www.newco.app/?ref=startuptracker,"'Learn to build a side project and features, without code via screencasts'",'newCo',May 31 2018,Cardiff UK,https://angel.co/newco-68,0
487,"'data', 'messaging'",'service',Publicly,High company activity detected,15 Jul 18,32200.0,30.5,'Ably Realtime',Pre,"'b2b', 'freemium'",1000,Undisclosed,https://www.ably.io?ref=startuptracker,'Simply better realtime messaging - a platform that makes it easy for you to add realtime messaging and streaming data to your applications','Ably Realtime',March 1 2013,London UK,https://www.crunchbase.com/organization/ably,148000
488,"'other', 'startups', 'accounting and legal'","'other', 'service', 'web app'",Publicly,Low company activity detected,13 Jul 18,0.0,3.0,,Pre,"'b2b', 'free to use'",1100,Undisclosed,http://www.debtcase.com/?ref=startuptracker,'Making debt collection a three-click process','DebtCase',February 8 2017,Portsmouth UK,https://startuptracker.io,0
489,'education','service',Publicly,No recent company activity detected,11 Jul 18,69000.0,7.5,"'Feral Horses', 'Feral Horses'",Pre,"'other', 'free to use'",263,Undisclosed,http://bit.do/daily-market-news?ref=startuptracker,'Free newsletter that condenses what is going on in the art world in a novice-friendly 2min read!','Daily Art Market Intakes by Feral Horses',June 17 2018,London UK,https://crunchbase.com/organization/feral-horses,69500
490,"'communication', 'consulting', 'startups', 'sales'","'other', 'service'",Publicly,High company activity detected,9 Jul 18,33700.0,2.0,"'Dr. Thomas Papanikolaou', 'Runny Marmalade'",Post,"'b2c', 'b2b', 'other', 'commission', 'sales'",2500,Undisclosed,https://neoschronos.com?ref=startuptracker,"'We help software and telecom companies uncover opportunities, accelerate growth, create memorable experiences and lead change'",'Neos Chronos',March 17 2013,London UK,https://www.crunchbase.com/organization/neos-chronos,141700
491,"'communication', 'music'",'service',Publicly,High company activity detected,9 Jul 18,120300.0,30.5,'Music Gateway',Post,"'b2c', 'subscription'",7800,Undisclosed,http://musicgateway.com?ref=startuptracker,'Music Gateway is a worldwide music industry marketplace where like-minded creatives can develop their careers on a global playing field.','Music Gateway',July 31 2013,Redhill UK,https://angel.co/music-gateway,40100
492,'health',"'mobile app', 'web app'",Privately,No recent company activity detected,6 Jul 18,0.0,3.0,"'Carly Nair', 'Leilabyron'",Pre,"'b2b', 'commission', 'subscription'",115,$26k,http://www.ourpillar.com?ref=startuptracker,"'A FREE digital support network for happier, healthier mums.'",'pillar',January 1 2017,London UK,https://www.crunchbase.com/organization/pillar,0
493,'design','web app',Publicly,High company activity detected,6 Jul 18,60600.0,7.5,"'Jonathan Widawski', 'mary', 'Maze.design'",Pre,"'b2c', 'subscription'",2700,Undisclosed,https://maze.design/?ref=startuptracker,'Maze is a tool for designers and developers that gives analytical results with actionable KPIs for your prototypes.','Maze',January 31 2018,London UK,https://angel.co/maze-design,79100
494,"'other', 'music'",'other',Publicly,No recent company activity detected,4 Jul 18,0.0,4.0,'MyFlag',Pre,"'b2c', 'other', 'sales'",69,Undisclosed,https://myflag.store?ref=startuptracker,'Gadget - Revolutionising the LED light ritual at events.','Myflag',February 13 2014,Dunfermline UK,https://startuptracker.io,0
495,"'advertising', 'retail', 'startups', 'ai'","'desktop app', 'mobile app', 'service', 'web app'",Pre,No recent company activity detected,2 Jul 18,0.0,1.0,'Daniel Derrick',Pre,"'b2b', 'commission'",19,Undisclosed,http://affinitylink.co.uk?ref=startuptracker,'Easily create price comparison widgets that you can use on social media or on your website. Made for Content Creators & Influencers.','AffinityLink',January 1 2018,Newport UK,https://www.crunchbase.com/organization/affinitylink,0
496,"'health', 'medical'","'desktop app', 'mobile app', 'web app'",Publicly,High company activity detected,2 Jul 18,0.0,30.5,"'MedShr', 'Dr Asif Qasim 💙'",Post,"'b2c', 'free to use', 'advertising'",8200,Undisclosed,http://medshr.it?ref=startuptracker,'MedShr enables doctors to share knowledge and discuss cases to improve care and save lives.','MedShr',September 30 2015,London UK,https://www.crunchbase.com/organization/medshr,0
497,"'advertising', 'e commerce', 'manufacturing'",'other',Publicly,High company activity detected,30 Jun 18,8500.0,4.0,'oemsecrets.com',Pre,"'b2b', 'advertising'",1700,Undisclosed,http://www.oemsecrets.com?ref=startuptracker,'Price Comparison Electronic Part Search Engine','OEMsecrets',May 31 2010,York UK,https://www.crunchbase.com/organization/oemsecrets,554700
498,"'analytics', 'marketing', 'messaging', 'sales'",'web app',Publicly,No recent company activity detected,29 Jun 18,10900.0,7.5,'Jumplead',Pre,"'b2b', 'subscription'",1300,Self,http://jumplead.com/?ref=startuptracker,'Jumplead is a marketing platform that uses automation events to deliver personalized marketing.','Jumplead',July 3 2011,Leicester UK,https://www.crunchbase.com/organization/jumplead,435900
499,'finance','mobile app',Publicly,No recent company activity detected,22 Jun 18,746.0,7.5,,Post,"'b2b', 'free to use', 'freemium'",1100,Undisclosed,http://www.getalbert.com/?ref=startuptracker,"'Albert is UK s highest rated finance app for freelancers automating invoicing, expensing and connecting in real time to bank accounts'",'Albert',January 18 2016,London UK,https://www.crunchbase.com/organization/albert-4,6200000
500,"'other', 'health', 'productivity', 'messaging'",'service',Publicly,No recent company activity detected,18 Jun 18,0.0,1.0,,Post,"'b2c', 'subscription'",8,Undisclosed,https://lifeprogress.co?ref=startuptracker,'Snap out of the everyday routine and start spending your time on what matters to you.','Life Progress',January 30 2018,London UK,https://betalist.com/startups/life-progress,0
501,"'other', 'startups'","'other', 'service', 'web app'",Publicly,No recent company activity detected,17 Jun 18,948.0,7.5,'LogicalPlan',Pre,"'b2b', 'freemium'",13,Undisclosed,https://www.logicalplan.com?ref=startuptracker,'Logicalplan is the easiest way to manage your team','LogicalPlan',February 29 2016,London UK,https://startuptracker.io,4900000
502,"'advertising', 'food and beverages', 'fashion', 'health'","'mobile app', 'web app'",Publicly,No recent company activity detected,15 Jun 18,0.0,7.5,'Rhinooffers',Pre,"'b2b', 'freemium', 'subscription'",563,Undisclosed,https://rhinooffers.com/?ref=startuptracker,'It gives a platform to all business owners to advertise their product in United Kingdom through our portal.','rhinooffers.com',August 31 2018,london UK,https://startuptracker.io,0
503,"'other', 'finance', 'manufacturing', 'accounting and legal'",'service',Publicly,High company activity detected,14 Jun 18,19800.0,30.5,'Colin Hewitt',Pre,"'b2b', 'subscription'",4100,Undisclosed,https://www.floatapp.com?ref=startuptracker,"'Float is an intuitive, accurate, and visual software add-on that helps you forecast your cash and keep on top of your business management.'",'Float Cashflow Forecasting',May 31 2010,Edinburgh UK,https://crunchbase.com/organization/the-float-yard,239800
504,"'automotive', 'insurance'","'desktop app', 'mobile app', 'service'",Privately,High company activity detected,12 Jun 18,9400.0,30.5,'By Miles',Pre,"'b2c', 'sales'",1600,Undisclosed,http://www.bymiles.co.uk?ref=startuptracker,'Pay-by-mile car insurance','By Miles',January 1 2017,London UK,https://www.crunchbase.com/organization/by-miles,504900
505,"'e commerce', 'health'",'physical goods',Publicly,No recent company activity detected,8 Jun 18,0.0,7.5,'Upplement',Pre,"'b2c', 'b2b', 'sales', 'subscription'",329,Undisclosed,https://www.upplement.com?ref=startuptracker,"'Upplement is a smart dietary supplement company providing premium vitamin, mineral and probiotic solutions in a convenient way.'",'Upplement',November 12 2015,London UK,https://crunchbase.com/organization/supplement-deals,0
506,'e commerce','physical goods',Pre,No recent company activity detected,8 Jun 18,0.0,7.5,'Zortee',Pre,"'b2b', 'sales'",735,Undisclosed,https://www.zortee.com?ref=startuptracker,'Zortee makes shopping more exciting. You play fun games to get outrageous discounts on designer brands.','ZORTEE',February 1 2018,London UK,https://betalist.com/startups/zortee,0
507,"'hr and recruitment', 'startups', 'ai', 'big data'","'service', 'web app'",Publicly,High company activity detected,5 Jun 18,21500.0,2.0,"'Edmund Cuthbert', 'Lukas Genever', 'Alex Mesropians', 'Charlie Gower'",Pre,"'b2b', 'commission', 'subscription'",1100,Undisclosed,https://ai.works-hub.com/?ref=startuptracker,'Connecting the top companies using Artificial Intelligence with the best technical people.','AI Works',January 2 2018,London UK,https://angel.co/workshub,221700
508,"'other', 'hr and recruitment', 'startups'",'web app',Publicly,No recent company activity detected,30 May 18,0.0,2.0,'All Crypto Jobs',Pre,"'b2c', 'b2b', 'freemium'",40,Self,https://allcryptojobs.io?ref=startuptracker,'Every single crypto job aggregated into one simple feed - Updates hourly.','All Crypto Jobs',January 31 2018,Huntly UK,https://www.crunchbase.com/organization/all-crypto-jobs,0
509,"'other', 'analytics', 'startups'",'mobile app',Publicly,No recent company activity detected,29 May 18,0.0,1.0,'Finygo Fishing App 🎣📱',Post,"'b2c', 'other', 'freemium', 'subscription'",1400,Self,http://finygo.com/?ref=startuptracker,'Finygo is a mobile app for anglers who wish they could be more successful and consistent fishers.','Finygo Limited',November 5 2015,Wokingham UK,https://startuptracker.io,0
510,"'analytics', 'consulting', 'sales', 'software dev'","'mobile app', 'service', 'web app'",Publicly,Low company activity detected,29 May 18,2200.0,30.5,'SalesSeek',Pre,"'b2b', 'sales'",975,Undisclosed,http://www.salesseek.com?ref=startuptracker,"'SalesSeek is an all-in-one business platform & hub for your customer data. CRM, Marketing Automation Platform & Support Tools for your team.'",'SalesSeek',September 8 2013,London UK,https://www.crunchbase.com/organization/salesseek,2200000
511,"'advertising', 'marketing', 'social networks', 'big data'",'web app',Privately,High company activity detected,28 May 18,2100.0,7.5,'Sam Reader',Pre,"'b2c', 'b2b', 'advertising', 'freemium', 'subscription'",945,Undisclosed,https://mywondr.co?ref=startuptracker,'WONDR connects you with like-minded people of the things you enjoy','WONDR',June 20 2016,Birmingham UK,https://angel.co/wondr-2,2200000
512,"'other', 'communication', 'hr and recruitment', 'travel'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,High company activity detected,28 May 18,1500.0,30.5,'Team Altitude Angel',Post,"'b2c', 'b2b', 'b2g', 'free to use', 'subscription'",1900,$5,https://www.altitudeangel.com?ref=startuptracker,'Altitude Angel makes drones safer by providing the data and cloud services needed to safely integrate them into our skies.','Altitude Angel',December 14 2014,Reading UK,https://www.crunchbase.com/organization/altitude-angel,3100000
513,"'education', 'fashion', 'health'",'service',Publicly,High company activity detected,23 May 18,0.0,3.0,"'Kirsten Mackenzie', 'Sophie Holdcroft'",Pre,"'b2b', 'commission', 'advertising', 'affiliation'",1100,Undisclosed,http://bubeleapp.com?ref=startuptracker,"'First parenting influencer network with 150,000 subscribers and followers of our own - matching brands to network via influencers'",'Bubele',January 12 2015,london UK,https://www.crunchbase.com/organization/bubele,0
514,"'food and beverages', 'productivity', 'retail', 'startups'",'mobile app',Publicly,No recent company activity detected,22 May 18,0.0,7.5,'Kyooz App',Pre,"'b2c', 'commission'",11,Undisclosed,http://kyoozapp.com?ref=startuptracker,'We queue so you don’t have to!','Kyooz App',September 19 2017,London UK,https://betalist.com/startups/kyooz,0
515,"'food and beverages', 'e commerce', 'health', 'content'","'physical goods', 'service'",Publicly,No recent company activity detected,22 May 18,0.0,30.5,'PRESS Healthfoods',Post,"'b2c', 'b2b', 'advertising', 'sales', 'subscription'",3600,Undisclosed,https://press-london.com/?ref=startuptracker,"'PRESS are a health and wellness brand, specialising in nutrition and nutritional products.'",'press_london',April 20 2014,London UK,https://startuptracker.io,0
516,"'biotech', 'health', 'medical'",'service',Publicly,No recent company activity detected,21 May 18,0.0,7.5,'Desktop Genetics',Pre,"'b2c', 'b2b', 'advertising', 'sales'",3500,$6.8m,http://www.desktopgenetics.com?ref=startuptracker,'Building an AI to re-engineer the human genome','Desktop Genetics',August 19 2012,London UK,https://www.crunchbase.com/organization/desktop-genetics,0
517,'health',"'desktop app', 'service', 'web app'",Publicly,No recent company activity detected,21 May 18,2600.0,30.5,'Focus Training',Post,"'b2c', 'sales'",6200,Undisclosed,https://focus-training.com?ref=startuptracker,'Focus Training are a leading provider of Active IQ and YMCA Awards certified personal trainer courses.','Focus Training',May 16 2001,Bolton UK,https://www.crunchbase.com/organization/focus-training,1800000
518,"'other', 'analytics', 'marketing', 'content'",'web app',Publicly,High company activity detected,21 May 18,544.0,7.5,,Pre,"'b2b', 'subscription'",1100,Undisclosed,https://www.syptus.com?ref=startuptracker,"'Advanced Content Planning, and Scheduling for Professional Marketers'",'Syptus',April 9 2015,London UK,https://crunchbase.com/organization/syptus-marketing-solutions,8500000
519,"'other', 'communication', 'media', 'software dev'",'mobile app',Privately,Low company activity detected,17 May 18,0.0,30.5,,Pre,"'b2b', 'other'",1100,Undisclosed,http://spectraledge.co.uk?ref=startuptracker,'Spectral Edge is deep tech company that combines image processing with machine learning to improve pictures  on mass market devices.','Spectral Edge',September 30 2014,Cambridge UK,https://www.crunchbase.com/organization/spectral-edge,0
520,"'advertising', 'data', 'marketing', 'startups'",'web app',Publicly,No recent company activity detected,15 May 18,1500.0,1.0,'Rhys Adams',Pre,"'b2c', 'affiliation'",69,Self,http://www.domainz.io?ref=startuptracker,'Premium domains for not so premium prices.','Domainz.io',May 6 2018,London UK,https://producthunt.com/posts/domainz-io,3200000
521,"'advertising', 'consulting', 'design', 'sales'",'service',Privately,No recent company activity detected,13 May 18,8.0,1.0,'Knvrt',Pre,"'b2c', 'b2b', 'sales'",8,Undisclosed,https://knvrt.co/?ref=startuptracker,'Helping startups optimise their landing page via UX expertise','Knvrt',April 4 2018,Bristol UK,https://startuptracker.io,0
522,"'marketing', 'productivity', 'sharing economy', 'social networks'",'web app',Publicly,Low company activity detected,13 May 18,19300.0,1.0,,Pre,'free to use',245600,Self,https://linkkle.com?ref=startuptracker,'Linkkle is a product which allows you to replace your social bio links with a single url.','Linkkle',January 6 2018,Liverpool UK,https://crunchbase.com/organization/linkkle,245600
523,'productivity','mobile app',Publicly,No recent company activity detected,13 May 18,35.0,2.0,"'trakr', 'Mark Gibaud', 'Rob Edwards'",Pre,"'b2c', 'freemium'",35,Undisclosed,http://www.trakr-app.com?ref=startuptracker,"'We all have totals, balances, points and other numbers that we need to check frequently. Trakr brings them all together into a single app.'",'Trakr',April 30 2018,London UK,https://www.crunchbase.com/organization/trakr,0
524,'events',"'mobile app', 'web app'",Privately,Low company activity detected,10 May 18,0.0,2.0,'ticketbuddy',Pre,"'b2c', 'b2b', 'free to use', 'freemium', 'subscription'",56,Undisclosed,https://ticketbuddy.co.uk/?ref=startuptracker,'ticketbuddy is new e-ticketing software for selling tickets online. We offer the cheapest way to buy and sell tickets to events!','ticketbuddy',July 19 2015,Oxford UK,https://startuptracker.io,0
525,"'advertising', 'marketing', 'media', 'hr and recruitment'","'desktop app', 'service'",Pre,No recent company activity detected,8 May 18,0.0,7.5,"'WomenPresent', 'Tom Jenen', 'cadi jones', 'Susan B Pierce'",Pre,"'free to use', 'sales', 'subscription'",684,Undisclosed,http://womenpresent.com?ref=startuptracker,"'Ours is a tech platform to connect female speakers with speaking opportunities, to solve the diversity problem at events globally.'",'WomenPresent',November 1 2017,London UK,https://startuptracker.io,0
526,"'finance', 'blockchain'",'service',Publicly,Low company activity detected,8 May 18,0.0,30.5,'David Bradley-Ward',Post,"'b2c', 'free to use'",1800,Undisclosed,http://www.ablrate.com?ref=startuptracker,"'Peer to peer lending, focused on asset backed lending'",'Ablrate',February 27 2012,Henley-on-Thames UK,https://crunchbase.com/organization/aviation-and-tech-capital,0
527,"'e commerce', 'travel'","'mobile app', 'service', 'web app'",Publicly,High company activity detected,7 May 18,6600.0,30.5,'minicabit 💙',Post,"'b2c', 'b2b', 'commission', 'affiliation'",3800,$3m,http://www.minicabit.com?ref=startuptracker,'Help you save & cost bookings cabs online U.K. wide','minicabit',October 3 2010,London UK,https://www.crunchbase.com/organization/minicabit,717400
528,"'advertising', 'e commerce', 'insurance', 'bots'","'service', 'web app'",Publicly,High company activity detected,6 May 18,97500.0,7.5,'PPC Protect',Pre,"'b2c', 'b2b', 'subscription'",512,Undisclosed,https://ppcprotect.com/?ref=startuptracker,'PPC Protect helps you stop losing money on your PPC ads to fraudulent clicks.','PPC Protect',August 31 2016,Manchester UK,https://www.crunchbase.com/organization/ppc-protect,49400
529,"'advertising', 'design', 'marketing', 'media'","'service', 'web app'",Publicly,No recent company activity detected,1 May 18,1800.0,30.5,"'Olga Egorsheva', 'Andrew D'",Pre,"'other', 'b2b', 'affiliation', 'sales', 'subscription'",2300,Undisclosed,http://lobster.media?ref=startuptracker,"'Lobster is a platform which enables brands, agencies and the media to licence visual content directly from social media users.'",'Lobster',April 29 2013,London UK,https://www.crunchbase.com/organization/lobster,2600000
530,"'other', 'finance', 'insurance'","'other', 'web app'",Publicly,High company activity detected,28 Apr 18,571.0,7.5,'Niclas Nilsson',Post,"'b2b', 'subscription'",258,Undisclosed,http://capnovum.com?ref=startuptracker,"'For financial institutions that struggle to keep up with everchanging regulations, Capnovum has successfully automated the process.'",'Capnovum',June 30 2014,London UK,https://www.crunchbase.com/organization/capnovum,8100000
531,"'advertising', 'communication', 'gaming', 'media'","'desktop app', 'service'",Publicly,High company activity detected,27 Apr 18,4600.0,30.5,'Ricky Thomas',Pre,"'b2b', 'subscription'",538,Undisclosed,https://avora.com?ref=startuptracker,'AVORA is a Business Intelligence as a Service solution with anomaly detection and root cause analysis','AVORA',March 15 2014,London UK,https://www.crunchbase.com/organization/avora,1000000
532,"'finance', 'insurance', 'startups'",'mobile app',Privately,No recent company activity detected,25 Apr 18,1800.0,30.5,"'Wrisk HQ', 'dariuskumana'",Pre,"'other', 'b2c', 'subscription'",1400,$5m,https://www.wrisk.co/?ref=startuptracker,'Wrisk combines insurance and technology in one simple app.','Wrisk',February 1 2016,London UK,https://www.crunchbase.com/organization/wrisk,2500000
533,"'marketing', 'media', 'music', 'social networks'","'service', 'web app'",Pre,Low company activity detected,25 Apr 18,1300.0,3.0,'NotaDist',Pre,"'b2c', 'b2b', 'commission', 'freemium', 'sales'",17,Undisclosed,http://notadist.com?ref=startuptracker,'Nota Dist helps independent Artists and Record Labels to get their music online to Stream and Purchase','NotaDist',July 6 2017,London UK,https://www.crunchbase.com/organization/notadist,3700000
534,"'finance', 'productivity', 'startups', 'accounting and legal'",'web app',Publicly,High company activity detected,24 Apr 18,3100.0,7.5,,Pre,"'b2b', 'free to use', 'freemium'",1100,Undisclosed,https://solna.io/?ref=startuptracker,'Smarter invoicing for smarter companies!','Solna',January 1 2017,London UK,https://www.crunchbase.com/organization/solna,1500000
535,"'data', 'entertainment', 'big data', 'content'","'desktop app', 'mobile app', 'web app'",Publicly,High company activity detected,19 Apr 18,9900.0,30.5,"'Jim Liddle', 'Ian Osborne'",Pre,"'b2b', 'subscription'",2100,Undisclosed,http://www.storagemadeeasy.com?ref=startuptracker,'SME provides an Enterprise File Fabric that unifies all storage assets into a single namespace','Storage Made Easy',August 8 2009,Sutton UK,https://www.crunchbase.com/organization/storage-made-easy,476100
536,"'advertising', 'e commerce', 'marketing', 'startups'",'web app',Privately,High company activity detected,17 Apr 18,2100.0,2.0,'Phil Spilsbury',Post,"'b2b', 'subscription'",995,Undisclosed,http://www.zubbit.io?ref=startuptracker,"'Helps increase conversions, sales and traffic by adding a branded call-to-action and retargeting pixels to every link you share'",'zubbit.io',January 1 2017,Birmingham UK,https://www.crunchbase.com/organization/zubbit,2200000
537,'real estate','service',Publicly,High company activity detected,12 Apr 18,493.0,30.5,'Pass the Keys',Pre,"'b2c', 'b2b', 'commission'",370,Undisclosed,http://www.passthekeys.co.uk/?ref=startuptracker,'Pass the Keys provides landlords with a hassle-free Short let management solution through a scalable tech solution.','Pass the Keys',September 30 2015,London UK,https://www.crunchbase.com/organization/pass-the-keys,9400000
538,"'retail', 'hospitality'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,High company activity detected,11 Apr 18,44900.0,30.5,"'Preoday, a QikServe company'",Pre,"'b2b', 'subscription'",894,Undisclosed,http://www.preoday.com?ref=startuptracker,"'Web and mobile platforms for pre-ordering food, drink, goods and services'",'preoday',October 7 2012,London UK,https://www.crunchbase.com/organization/preoday,106500
539,"'design', 'e commerce', 'startups', 'software dev'",'service',Publicly,No recent company activity detected,11 Apr 18,10300.0,1.0,'Hyper Host',Pre,"'b2c', 'b2b', 'subscription'",333,Self,https://hyper.host?ref=startuptracker,'Customised cloud hosting for digital agencies and freelancers','Hyper Host',November 1 2017,London UK,https://betalist.com/startups/hyper-host,459900
540,"'other', 'analytics', 'finance', 'big data'","'desktop app', 'mobile app'",Privately,High company activity detected,11 Apr 18,0.0,7.5,'Advanced Logic Analytics',Pre,"'b2b', 'subscription'",936,$500k,http://www.advancedlogicanalytics.com?ref=startuptracker,'Data science business delivering AI-driven algorithm solutions and apps for the global fund markets.','Advanced Logic Analytics',January 14 2017,London UK,https://startuptracker.io,0
541,'finance',"'mobile app', 'web app'",Publicly,Low company activity detected,10 Apr 18,0.0,7.5,"'Nadeem Siam', 'Tuomas Hietanen'",Pre,"'b2c', 'commission'",1100,Undisclosed,https://welendus.com/?ref=startuptracker,'Welendus is a short-term consumer peer-to-peer lending platform authorised and regulated by the FCA with Full Authorisation','Welendus',April 19 2015,London UK,https://crunchbase.com/organization/welendus,0
542,"'other', 'finance', 'startups'",'web app',Pre,Sourced by Startup Tracker,10 Apr 18,470.0,7.5,,Pre,"'b2c', 'b2b', 'free to use'",1100,Undisclosed,https://hyperwage.com?ref=startuptracker,'Cryptocurrency payment tools for buyers and sellers','Hyperwage',April 3 2018,London UK,https://www.producthunt.com/posts/hyperwage?utm_campaign=producthunt-api&utm_medium=api&utm_source=Application%3A+Startup+Tracker+%28ID%3A+676%29,9800000
543,'retail','other',Publicly,High company activity detected,10 Apr 18,84200.0,7.5,'Love the Sales',Post,"'b2c', 'b2b', 'commission', 'affiliation', 'sales'",2400,Undisclosed,https://www.lovethesales.com/?ref=startuptracker,'Love the Sales takes the sales on many websites and puts them on one website.','Love the Sales',June 30 2015,London UK,https://www.crunchbase.com/organization/love-the-sales,57100
544,"'e commerce', 'finance', 'insurance', 'blockchain'",'web app',Publicly,High company activity detected,9 Apr 18,43000.0,30.5,'Shufti Pro',Pre,"'b2b', 'sales'",737,Undisclosed,https://shuftipro.com?ref=startuptracker,'Shufti Pro is a Digital KYC and AML service.','Shufti Pro',October 30 2017,Bath UK,https://www.crunchbase.com/organization/shufti-pro,111100
545,"'insurance', 'productivity', 'retail', 'real estate'","'mobile app', 'web app'",Privately,High company activity detected,6 Apr 18,0.0,3.0,'Creativezones Solutions Ltd',Pre,"'b2b', 'free to use', 'commission', 'advertising', 'affiliation', 'freemium', 'sales', 'subscription'",1900,$26.6k,http://www.dadshed.co.uk?ref=startuptracker,'Property Management Marketplace','DadShed',October 8 2013,Manchester UK,https://www.crunchbase.com/organization/dadshed,0
546,"'marketing', 'productivity', 'social networks', 'software dev'",'desktop app',Publicly,High company activity detected,4 Apr 18,80200.0,30.5,'Netpeak Software',Pre,"'b2c', 'b2b', 'subscription'",836,Undisclosed,https://netpeaksoftware.com/checker?ref=startuptracker,'A multifunctional research tool for bulk SEO analysis that helps you audit URLs by a wide range of parameters','Netpeak Checker',June 20 2016,London UK,https://startuptracker.io,59900
547,"'marketing', 'productivity', 'social networks', 'software dev'",'desktop app',Publicly,High company activity detected,4 Apr 18,80200.0,30.5,'Netpeak Software',Pre,"'b2c', 'b2b', 'subscription'",836,Undisclosed,https://netpeaksoftware.com/spider?ref=startuptracker,'A desktop tool for fast and comprehensive technical audit of the entire website. Created by Netpeak Software','Netpeak Spider',June 20 2016,London UK,https://betalist.com/startups/netpeak-spider,59900
548,"'design', 'education', 'retail'",'physical goods',Publicly,No recent company activity detected,4 Apr 18,4000.0,30.5,'Primo Toys',Pre,"'b2c', 'b2b', 'sales'",7100,Undisclosed,http://www.primotoys.com?ref=startuptracker,"'Primo Toys helps children to learn, play, and create with technologies.'",'Primo Toys',June 24 2013,London UK,https://www.crunchbase.com/organization/primo,1200000
549,"'other', 'marketing', 'social networks'","'other', 'web app'",Privately,No recent company activity detected,3 Apr 18,648.0,4.0,'BuzzRamp',Pre,"'b2b', 'freemium'",1600,Undisclosed,https://www.buzzramp.com/?ref=startuptracker,'BuzzRamp makes Marketing and PR easier for smaller businesses','BuzzRamp',April 2 2017,London UK,https://startuptracker.io,7100000
550,"'other', 'design', 'iot', 'retail'","'physical goods', 'service'",Publicly,High company activity detected,3 Apr 18,745.0,2.0,'Alexandra D-S',Pre,"'b2c', 'sales'",2600,Undisclosed,http://goodnightlamp.com?ref=startuptracker,'Good Night Lamp lets global friends and family share their presence and availability in an ambient way.','Good Night Lamp',March 1 2012,London UK,https://www.crunchbase.com/organization/good-night-lamp,6200000
551,"'finance', 'iot', 'blockchain', 'big data'","'desktop app', 'mobile app', 'service', 'web app'",Pre,High company activity detected,3 Apr 18,1200.0,75.5,'MIRACL',Pre,"'b2b', 'sales'",2900,Undisclosed,https://www.miracl.com?ref=startuptracker,'MIRACL authentication solutions use a zero-knowledge proof to mitigate against data breaches and identity theft.','MIRACL',January 1 2008,London UK,https://www.crunchbase.com/organization/miracl,3900000
552,"'analytics', 'marketing', 'social networks'",'web app',Pre,No recent company activity detected,1 Apr 18,0.0,2.0,'julien vedebe',Pre,"'b2c', 'b2b', 'freemium'",789,Self,http://www.reponse.io?ref=startuptracker,'ReponseIO is a Social People Analytics Platform for Digital Marketers.','ReponseIO',September 14 2017,London UK,https://betalist.com/startups/reponseio,0
553,"'other', 'startups'","'other', 'web app'",Pre,High company activity detected,1 Apr 18,800.0,7.5,'Johnny Boufarhat',Pre,"'b2c', 'free to use'",4800,Undisclosed,https://www.readory.com?ref=startuptracker,'The platform for written content','Readory',December 31 2017,London UK,https://crunchbase.com/organization/readory,0
554,"'data', 'productivity', 'software dev'","'service', 'web app'",Pre,No recent company activity detected,1 Apr 18,685.0,1.0,'Tim White',Pre,"'b2b', 'free to use'",9,Undisclosed,https://postkit.io?ref=startuptracker,'Postkit allows developers to create API endpoints for their apps and websites in less than 2 minutes.','Postkit',December 16 2017,London UK,https://betalist.com/startups/postkit,6800000
