entity_name,primary_issuer_city,primary_issuer_state_or_country_description,industry_group_type,total_investors
"opaq networks, inc",herndon,virginia,other technology,8
biometrix co.,durham,north carolina,other technology,26
"automaton, inc.",new york,new york,other technology,2
"automaton, inc.",new york,new york,other technology,3
"fastdata.io, inc.",pacific palisades,california,other technology,6
"mova technologies, inc.",blacksburg,virginia,other technology,2
"understory, llc",alpharetta,georgia,other technology,24
alexander capital ventures llc,new york,new york,pooled investment fund,4
alexander capital ventures llc,new york,new york,pooled investment fund,12
alexander capital ventures llc,new york,new york,pooled investment fund,21
alexander capital ventures llc,new york,new york,pooled investment fund,16
alexander capital ventures llc,new york,new york,pooled investment fund,13
alexander capital ventures llc,new york,new york,pooled investment fund,7
alexander capital ventures llc,new york,new york,pooled investment fund,91
violet defense group llc,celebration,florida,other technology,3
"stylesage, inc.",new york,new york,other technology,1
"relativity6, inc.",cambridge,massachusetts,other technology,3
next level pizza inc,boston,massachusetts,restaurants,14
"embodied, inc.",pasadena,california,other technology,10
"snooz, llc",champaign,illinois,manufacturing,7
"transparent health marketplace, llc",lakeland,florida,other health care,21
neurable inc.,cambridge,massachusetts,other technology,17
"scratch financial, inc.",pasadena,california,other banking and financial services,14
"smartstop asset management, llc",ladera ranch,california,other real estate,0
"celebrity lifestyle brands, inc.",escondido,california,other,2
"risksense, inc.",albuquerque,new mexico,other technology,10
"a-wxh-15-fund, a series of angellist-thte-funds, llc",salt lake city,utah,pooled investment fund,14
"genvid technologies, inc.",new york,new york,other,3
"zensports, inc.",san francisco,california,other technology,6
"naked biome, inc.",san francisco,california,biotechnology,11
zeus lending.com,houston,texas,reits and finance,0
zeus lending.com,houston,texas,reits and finance,0
zeus lending.com,houston,texas,reits and finance,0
zeus lending.com,houston,texas,reits and finance,0
zeus lending.com,houston,texas,reits and finance,0
zeus lending.com,houston,texas,reits and finance,0
zeus lending.com,houston,texas,reits and finance,0
"expel, inc.",herndon,virginia,other,10
"yotascale, inc.",menlo park,california,other technology,4
tpeg bishop highline investors llc,southlake,texas,investing,84
"townsend real estate alpha fund iii, l.p.",cleveland,ohio,pooled investment fund,39
zomedica pharmaceuticals corp.,ann arbor,michigan,pharmaceuticals,1
zomedica pharmaceuticals corp.,ann arbor,michigan,pharmaceuticals,3
data plus math corp,boston,massachusetts,other technology,2
savano-everquote llc,baltimore,maryland,pooled investment fund,2
"indeelift, inc.",livermore,california,other health care,7
cargo systems inc.,new york,new york,other technology,8
zapgo ltd.,didcot,united kingdom,other energy,11
"poly6 technologies, inc.",boston,massachusetts,other,27
"dosh holdings, inc.",austin,texas,other technology,30
"texzon technologies, llc",waxahachie,texas,other technology,1
"viziv technologies, llc",waxahachie,texas,other technology,1
"viziv technologies, llc",waxahachie,texas,other technology,1
"viziv technologies, llc",waxahachie,texas,other technology,4
"viziv technologies, llc",waxahachie,texas,other technology,1
"satisfi holdings, inc",new york,new york,other technology,1
catalyst software corp,new york city,new york,computers,4
"gadsden growth properties, inc.",scottsdale,arizona,reits and finance,15
"a-geb-46-fund, a series of angellist-bars-funds, llc",salt lake city,utah,pooled investment fund,47
"bayotech, inc.",albuquerque,new mexico,agriculture,4
"reltio, inc.",redwood shores,california,other technology,8
"shorebird ibis fund, lp",san antonio,texas,pooled investment fund,29
gravity heights sorrento valley lp,la jolla,california,restaurants,36
"orthogrid systems holdings, llc",salt lake city,utah,other health care,3
snapsuits llc,winston-salem,north carolina,other technology,4
commercial investment corp,claremont,california,reits and finance,0
commercial investment corp,claremont,california,reits and finance,2
commercial investment corp,claremont,california,reits and finance,15
"meesho, inc.",palo alto,california,other,4
"arovia, inc.",galveston,texas,other technology,16
"arovia, inc.",galveston,texas,other technology,18
"ikigai media properties, llc",los angeles,california,other,1
"ikigai media properties, llc",los angeles,california,other,1
"trucker tools, llc",reston,virginia,other technology,15
"blackrock us core property fund, l.p.",new york,new york,pooled investment fund,9
"chasm advanced materials, inc.",canton,massachusetts,manufacturing,9
"platform athletics, llc",weston,massachusetts,computers,9
corneagen inc.,seattle,washington,other health care,1
corneagen inc.,seattle,washington,other health care,1
dave inc.,los angeles,california,other technology,6
"sigmasense, llc",austin,texas,other technology,15
"qrails, inc.",denver,colorado,other technology,3
"capital partners vii mbd fund, l.p.",new york,new york,pooled investment fund,44
"capital partners vii mbd offshore fund, l.p.",new york,new york,pooled investment fund,38
vsft holdings inc.,london,united kingdom,telecommunications,1
dubuc motors inc.,sunnyvale,california,other,3
"crb group, inc.",fort lee,new jersey,other banking and financial services,15
"annum health, inc.",new york,new york,other health care,3
"emogi technologies, inc.",new york,new york,other technology,42
"pop & bottle, inc.",san francisco,california,retailing,15
"pop & bottle, inc.",san francisco,california,retailing,4
"fairclaims, inc.",los angeles,california,other technology,4
verkada inc.,san mateo,california,other technology,1
nomnomnow inc.,oakland,california,other,11
nomnomnow inc.,oakland,california,other,11
"mynd management, inc",oakland,california,other technology,7
"exprimary, inc.",rockville,maryland,biotechnology,1
hopster's llc,newton,massachusetts,restaurants,27
"deck internet solutions, inc.",brentwood,missouri,other technology,10
valimail inc.,san francisco,california,other technology,6
palarum llc,lebanon,ohio,other health care,11
"berkeley lights, inc.",emeryville,california,biotechnology,16
"our life foods, llc",damascus,oregon,other,1
ad lightning inc.,seattle,washington,other technology,17
jbg smith properties,chevy chase,maryland,reits and finance,14
"vineti, inc.",san francisco,california,biotechnology,8
"construction supply investments, llc",houston,texas,other,22
"construction supply holdings, llc",houston,texas,other,27
"inspirit iot, inc.",champaign,illinois,other technology,1
"radformation, inc.",new york,new york,other technology,10
"mitec, pbc",fremont,california,other,1
vesper technologies inc.,boston,massachusetts,other technology,18
findox inc.,manhattan beach,california,other technology,25
"magenta therapeutics, inc.",cambridge,massachusetts,biotechnology,23
jetclosing inc.,seattle,washington,other technology,41
outlier biopharma inc.,cambridge,massachusetts,other,1
"eagle river capital, llc",centennial,colorado,other,28
"combate americas, llc",larchmont,new york,other,14
"yayyo, inc.",beverly hills,california,other,1
lb pharmaceuticals inc.,new york,new york,pharmaceuticals,11
"harvest returns, llc",fort worth,texas,investing,11
"fairwords, inc.",boulder,colorado,other technology,2
"access bazaar, inc.",new york,new york,other,5
bloodline golf llc,palm beach gardens,florida,retailing,2
"sonder brewing company, llc",maineville,ohio,other,26
"cloudvirga, inc.",irvine,california,other,3
"vidbox mexico, inc.",incline village,nevada,other,4
"mikaila & the bees, llc",austin,texas,other,20
"auto-pilot medical technologies, inc.",grand forks,north dakota,other technology,6
"kinstate, inc.",larkspur,california,other,3
"stareable, inc.",new york,new york,other,8
"motorq, inc.",saratoga,california,other technology,7
newspring holdings co-investor (vms) llc,radnor,pennsylvania,other,7
"4c medical technologies, inc.",brooklyn park,minnesota,other technology,29
"a-jjw-61-fund, a series of angellist funds, llc",salt lake city,utah,pooled investment fund,1
"fasetto, inc.",superior,wisconsin,other,1
"galactic fog ip, inc.",newark,new jersey,other,5
esub inc,san diego,california,other technology,2
skupos inc.,san francisco,california,other technology,4
"sarah flint, inc.",new york,new york,retailing,13
"neuraly, inc.",germantown,maryland,other health care,25
"cura partners, llc",portland,oregon,manufacturing,15
angstron energy co,dayton,ohio,other technology,3
our street corp.,kirkland,washington,other technology,38
"comsero, inc.",denver,colorado,other,0
cloudone llc,vancouver,washington,other technology,1
"queen city boxes, inc.",new york,new york,other technology,1
passionflix inc.,playa vista,california,other,0
"sparkraiser, inc.",new york,new york,other technology,0
"echo 360 holdings, inc.",reston,virginia,other technology,17
yava alumina inc.,toronto,"ontario, canada",manufacturing,4
"frontier car group, inc.",spring,texas,other,1
maisonette inc.,brooklyn,new york,other technology,21
otto robotics inc.,seattle,washington,other technology,1
bc texas debt warehouse llc,denver,colorado,pooled investment fund,5
"fieldvine, inc.",myrtle beach,south carolina,other technology,3
"amgine technologies (us), inc.",austin,texas,other technology,12
"knotel, inc.",new york,new york,other technology,19
"virtual health partners, inc.",new york,new york,other health care,1
"cortex building intelligence, inc.",washington,district of columbia,other technology,3
tendly llc,carmel,indiana,other technology,6
"eastpoint distribution, llc",new york,new york,reits and finance,109
"board management software, inc.",indianapolis,indiana,other technology,0
"change finance, pbc",alexandria,virginia,investing,19
"berkeley research group holdings, llc",emeryville,california,other,32
"datalogue, inc.",new york,new york,other technology,1
"boston common sustainable emerging markets fund, llc",boston,massachusetts,investing,1
"meow wolf, inc.",santa fe,new mexico,other,37
"suplari, inc.",seattle,washington,other technology,7
"green organic dutchman holdings ltd, the",mississauga,"ontario, canada",other,1
greenleaf juice indiana llc,indianapolis,indiana,restaurants,0
"ironcore labs, inc.",boulder,colorado,other technology,6
"holberton, inc.",san francisco,california,other,17
"segv technologies, llc",seattle,washington,other technology,18
"instant financial, inc.",vancouver,"british columbia, canada",other technology,31
equinox innovative systems llc,annapolis,maryland,other technology,1
kinetic group inc.,orlando,florida,business services,0
"lirio, llc",knoxville,tennessee,other technology,1
"lirio, llc",knoxville,tennessee,other technology,7
"american southern homes holdings, llc",mclean,virginia,residential,11
"jana care, inc.",boston,massachusetts,other health care,14
"halfpenny technologies, inc.",blue bell,pennsylvania,other technology,6
wing tel inc.,new york,new york,other technology,3
"azora onshore fund, lp",new york,new york,pooled investment fund,7
"dart ventures, llc",chesapeake,virginia,other technology,0
"xnor.ai, inc.",seattle,washington,other technology,6
tl biolabs corp.,santa clara,california,other,17
"lendonate, inc.",oakland,california,other,11
"tinley park 18504 west creek, llc",new york,new york,reits and finance,109
"bergen fund, llc",naples,florida,investing,5
70-76 passaic avenue llc,livingston,new jersey,commercial,21
florham park sports dome & event center llc,livingston,new jersey,commercial,21
"private equity v, llc",boston,massachusetts,pooled investment fund,199
"bright greens, inc.",rockville,maryland,other,2
"nexus m.d., llc",cranston,rhode island,other health care,0
"mora global, inc.",minnetonka,minnesota,other technology,1
"turbotenant, inc.",fort collins,colorado,other technology,19
"element data, inc.",bellevue,washington,other technology,4
"gurusnaps, inc.",boston,massachusetts,other technology,1
fan label llc,birmingham,michigan,business services,7
"forsta, inc.",boise,idaho,telecommunications,14
"insilico medicine, inc.",rockville,maryland,biotechnology,15
paragen technologies llc,columbus,ohio,other,3
"tc mso, inc.",princeton,new jersey,other health care,1
yoho resources inc.,calgary,"alberta, canada",oil and gas,2
"pf4, llc",ann arbor,michigan,commercial,4
"earth rider brewing, llc",superior,wisconsin,other,0
"grail, inc.",menlo park,california,biotechnology,14
"pinnacle automotive hospitality services holdings, inc.",tampa,florida,business services,9
"nfp ultimate holdings, llc",new york,new york,other,50
nic.kl inc.,brooklyn,new york,other technology,14
"sidelineswap, inc.",boston,massachusetts,other,20
"neurana pharmaceuticals, inc.",san diego,california,biotechnology,14
wichita geri psych services llc,wichita,kansas,other health care,13
"abode systems, inc.",palo alto,california,other technology,1
"55 institutional partners, llc",new york,new york,investing,3
"55 institutional partners, llc",new york,new york,investing,11
ardenton capital corp,vancouver,"british columbia, canada",investing,1
almadex minerals ltd,vancouver,"british columbia, canada",other,98
"airstrike firefighters, llc",anchorage,alaska,other,0
"mindstrong, inc.",palo alto,california,other technology,4
"portal architects, inc.",ann arbor,michigan,other technology,7
lottogopher holdings inc,vancouver,"british columbia, canada",other,1
"grownetics, inc.",boulder,colorado,other technology,0
"sufferfest brewing company, inc.",san francisco,california,other,7
menud co.,miami,tennessee,other,1
"capitol cryotherapy, l.p.",austin,texas,other health care,2
pm acquisition llc,mamaroneck,new york,retailing,19
pm acquisition llc,mamaroneck,new york,retailing,17
"friendo networks, inc.",sherman oaks,california,other technology,1
arix bioscience plc,london,united kingdom,other health care,5
"costello, inc.",indianapolis,indiana,other technology,8
"a-ckn-18-fund, a series of abstract ventures special opportunities, llc",salt lake city,utah,pooled investment fund,12
"plansight, inc.",midvale,utah,other technology,5
mkg financial group holdings inc,fresno,california,pooled investment fund,0
"adaptive phage therapeutics, inc.",gaithersburg,maryland,pharmaceuticals,8
"ascension games, llc",kalamazoo,michigan,computers,3
"f0cal, inc.",cambridge,massachusetts,other technology,2
icross fund 4 llc,new york,new york,other real estate,61
icross fund 4 llc,new york,new york,other real estate,59
icross fund 4 llc,flushing,new york,other real estate,36
icross fund 4 llc,flushing,new york,other real estate,54
sense360 inc.,culver city,california,business services,4
azitra inc,farmington,connecticut,biotechnology,5
green matters technologies inc.,richmond,"british columbia, canada",manufacturing,1
ghs govans construction clean up inc,fresno,california,construction,2
"scout ventures fund iii, l.p.",new york,new york,other banking and financial services,0
"bainbridge health, inc.",philadelphia,pennsylvania,other health care,3
"private equity v offshore, lp",grand cayman,cayman islands,pooled investment fund,10
versus systems inc.,vancouver,"british columbia, canada",other technology,1
"aetion, inc.",new york,new york,other technology,13
simple contacts inc.,new york,new york,other health care,5
"nowrx, inc.",mountain view,california,other,54
"texas citizens bancorp, inc.",pasadena,texas,other banking and financial services,1
cleargov inc.,maynard,massachusetts,business services,10
"aspect acquisition partners i, lp",dallas,texas,pooled investment fund,41
"evr foods, inc.",warwick,new york,other,10
nb crossroads private markets fund v (te) lp,new york,new york,pooled investment fund,407
"multi-sector credit, llc",boston,massachusetts,pooled investment fund,330
ksep llc,philadelphia,pennsylvania,other health care,9
"frontpage attractions holdings, llc",pigeon forge,tennessee,other,4
"receivables funding, llc",white plains,new york,other banking and financial services,53
"geomancer, inc.",salt lake city,utah,other technology,3
"ice rover, inc.",boulder,colorado,manufacturing,0
teamable inc.,san francisco,california,other technology,5
novel strand brewing co llc,denver,colorado,other,1
"olea networks, inc.",bee cave,texas,other technology,14
celebsocially inc.,denver,colorado,other technology,7
medicanna vision inc.,st petersburg,florida,other health care,3
quorso global inc.,london,united kingdom,other technology,43
"trinity mobile networks, inc.",new haven,connecticut,other technology,9
"n2n services, inc.",duluth,georgia,other technology,4
"n2n services, inc.",duluth,georgia,other technology,3
mdm permian llc,addison,texas,oil and gas,1
"private real assets ii, llc",boston,massachusetts,pooled investment fund,135
bioasis technologies inc.,guilford,connecticut,biotechnology,6
"daily number, inc.",austin,texas,other,7
"private real assets ii - real estate, llc",boston,massachusetts,pooled investment fund,11
"private real assets ii - natural resources, llc",boston,massachusetts,pooled investment fund,6
"alchemy cloud, inc.",san francisco,california,other technology,12
"videoken, inc.",princeton,new jersey,other technology,6
"anelixis therapeutics, inc.",cambridge,massachusetts,biotechnology,6
finbrew llc,rochester,minnesota,other,0
"standard wellness company, llc",hudson,ohio,other,6
"somatus, inc.",vienna,virginia,other health care,5
"stackery, inc.",portland,oregon,other technology,10
"apostrophe, inc.",denver,colorado,other technology,1
"sfm opportunities vi, lp",norfolk,virginia,pooled investment fund,32
"redivus health, inc.",olathe,kansas,other technology,0
"first avenue funding, llc",birmingham,alabama,other banking and financial services,0
"clemson family investors, llc",greenville,south carolina,other real estate,0
live wild snacks llc,new york,new york,other,6
little bird systems llc,fayetteville,arkansas,other technology,1
"ia1-lp, a series of ia fund, lp.",salt lake city,utah,pooled investment fund,4
"oppsource.com, inc.",st. paul,minnesota,other technology,7
ideoclick inc.,seattle,washington,other technology,1
"iroquois valley farmland reit, pbc",evanston,illinois,reits and finance,0
fraudscope inc.,atlanta,georgia,other technology,6
"vir biotechnology, inc.",san francisco,california,biotechnology,5
verdant frontiers holdings llc,austin,texas,other,16
locateai inc.,san fracnciso,california,other technology,23
hobbydb corp.,boulder,colorado,other technology,21
geoorbital inc.,cambridge,massachusetts,other technology,0
"bravo bunny, llc",studio city,california,other,0
"angel oak financial opportunities offshore fund, lp",atlanta,georgia,pooled investment fund,1
"doctome, inc.",gig harbor,washington,other technology,6
amesite inc.,ann arbor,michigan,other,15
amesite inc.,ann arbor,michigan,other,43
"trvstper, inc.",salt lake city,utah,manufacturing,10
"app onboard, inc.",los angeles,california,other,24
"a-ibj-17-fund, a series of angellist-jr-funds, llc",salt lake city,utah,pooled investment fund,22
agro vision corp.,beverly hills,california,agriculture,1
"bay worx industries, llc",tomball,texas,other energy,20
tampa bay banking co,tampa,florida,commercial banking,35
lgp associates vii-a llc,los angeles,california,investing,0
lgp associates vii-b llc,los angeles,california,investing,0
leadenhall diversified insurance linked investments fund plc,dublin,ireland,pooled investment fund,38
leadenhall nat cat focus insurance linked investments fund icav,dublin,ireland,pooled investment fund,28
rigado inc.,salem,oregon,computers,9
"pfm solutions, llc",minnetonka,minnesota,other technology,1
oculii corp.,beavercreek,ohio,other technology,6
"ciy foods, inc.",chanhassen,minnesota,other technology,15
"iridia, inc.",carlsbad,california,other,23
prosmart enterprises inc.,kelowna,"british columbia, canada",business services,4
"semmax income fund, lp",austin,texas,pooled investment fund,12
"orbital sidekick, inc.",san francisco,california,other technology,6
1992 co-invest l.p.,new york,new york,pooled investment fund,12
1992 co-invest (offshore) l.p.,new york,new york,pooled investment fund,1
"stridebio, inc.",durham,north carolina,biotechnology,12
"virpax pharmaceuticals, inc.",malvern,pennsylvania,pharmaceuticals,8
"fracta, inc.",redwood city,california,other technology,1
"tive, inc.",cambridge,massachusetts,other technology,5
"larson capital fund v, llc",saint louis,missouri,pooled investment fund,89
"larson capital fund v, llc",saint louis,missouri,pooled investment fund,105
"larson capital fund v, llc",saint louis,missouri,pooled investment fund,114
"larson capital fund v, llc",saint louis,missouri,pooled investment fund,113
"larson capital fund v, llc",saint louis,missouri,pooled investment fund,126
"larson capital fund v, llc",saint louis,missouri,pooled investment fund,132
"larson capital fund v, llc",saint louis,missouri,pooled investment fund,138
"axiomatic, llc",los angeles,california,other,7
south university-north l.l.c.,bingham farms,michigan,other real estate,1
"agex therapeutics, inc.",alameda,california,biotechnology,1
door ventures inc.,sparks,maryland,other technology,8
"shape operating system industries, inc.",brooklyn,new york,other technology,8
"bonvee, inc.",burlingame,california,other,1
achilles management llc,new york,new york,other,1
"neurogami medical, inc.",mountain view,california,other health care,4
"neurogami medical, inc.",mountain view,california,other health care,5
"neurogami medical, inc.",mountain view,california,other health care,25
"threatswitch, inc.",charlotte,north carolina,other technology,5
828 venue management co llc,indianapolis,indiana,other,2
m37 inc.,san francisco,california,other,1
"gameco holdco, inc.",las vegas,nevada,other,17
"bravado network, inc.",san francisco,california,other technology,13
"legal & general msci acwi ex usa fund, llc",chicago,illinois,pooled investment fund,0
"legal & general msci acwi fund, llc",chicago,illinois,pooled investment fund,0
"cannonadecap-eti, llc",new york,new york,pooled investment fund,9
biostar angel stem cell corp,inglewood,california,other health care,1
snowvation inc.,denver,colorado,other technology,7
brewfirst inc.,mission viejo,california,retailing,6
aedan financial corp,san francisco,california,other technology,0
"zbs holdings, llc",new york,new york,other,0
"zap ii, a series of zeitgeist management, llc",morgan hill,california,pooled investment fund,2
"a-bqy-36-fund, a series of ax-urus-funds, llc",salt lake city,utah,pooled investment fund,2
"bambu tech, inc.",calabasas,california,other technology,19
"click ipo holdings, llc",scottsdale,arizona,other technology,5
"mavis tire express services topco, l.p.",san francisco,california,other,32
beam technologies inc.,columbus,ohio,insurance,2
"xomi, inc.",south jordan,utah,other technology,8
urban electric power inc,pearl river,new york,other energy,11
"priority 5 holdings, inc.",needham,massachusetts,other technology,1
duralogic usa inc,sandy,utah,other technology,2
"luca medical systems, inc.",menlo park,california,other technology,4
"activ surgical, inc.",boston,massachusetts,other health care,4
millennium home designs,parkville,maryland,residential,0
"1843 capital ventures, lp",greenwich,connecticut,pooled investment fund,24
boardre inc.,denver,colorado,other real estate,1
boardre inc.,denver,colorado,other real estate,0
"charge vc fund ii, lp",new york,new york,pooled investment fund,0
"miso robotics, inc.",los angeles,california,other technology,17
"university of phoenix, inc.",phoenix,arizona,other,4
artbnk llc,portsmouth,new hampshire,other,1
"complete, llc",billings,montana,other technology,1
"wirewheel, inc.",boston,massachusetts,other technology,9
"nadine west, inc.",austin,texas,retailing,1
"jumprope, inc.",new york,new york,other technology,15
"whyhotel, inc.",washington,district of columbia,other technology,31
"smartpm technologies, inc.",atlanta,georgia,other technology,19
"signal vine, inc.",alexandria,virginia,other technology,1
"marin pizza, inc.",tiburon,california,restaurants,6
monkimun inc.,wilmington,delaware,other technology,8
"center at zaragoza, llc",colorado springs,colorado,hospitals and physicians,0
"xariable, inc.",columbus,ohio,other technology,10
nokomis hiawatha llc,minneapolis,minnesota,other energy,7
bestow inc.,dallas,texas,insurance,8
"structural, inc.",indianapolis,indiana,other technology,1
"skylight tools, inc.",san francisco,california,other,1
"staton techiya, llc",delray beach,florida,other technology,17
"ata riskstation, llc",dallas,texas,other technology,8
"wallaroo labs, inc.",brooklyn,new york,other,13
fremont gold ltd.,vancouver,"british columbia, canada",other,4
waterloo sparkling water corp.,austin,texas,manufacturing,16
"neiybor, inc.",salt lake city,utah,other technology,5
"actinobac biomed, inc.",kendall park,new jersey,pharmaceuticals,1
"eig energy fund xvii (cayman), l.p.",washington,district of columbia,pooled investment fund,0
parsyl inc.,denver,colorado,other technology,9
"lifefuels, inc.",reston,virginia,other,21
"bind benefits, inc.",minneapolis,minnesota,other health care,3
"trafla, inc.",great falls,virginia,tourism and travel services,1
"cannaregs, ltd.",denver,colorado,other technology,1
ruggable llc,carson,california,other,1
westland distributing partners llc,conifer,colorado,other,41
"american global logistics investment 2, llc",new york,new york,other,6
american global logistics llc,new york,new york,other,1
plus products holdings inc.,palo alto,california,other,4
alphamin resources corp.,la croisette,mauritius,other,1
skeena resources ltd,vancouver,"british columbia, canada",other,19
"sentiar, inc.",saint louis,missouri,other health care,4
"digital2go media networks, inc.",irvine,california,other technology,4
political social media llc,"washington, d.c.",district of columbia,other technology,1
"liftbridge commercial fund 1, lp",stillwater,minnesota,pooled investment fund,9
"eyedaptic, inc.",laguna niguel,california,other technology,4
"ubivac, inc.",portland,oregon,biotechnology,1
"thunder basin resources, llc",denver,colorado,oil and gas,16
"torpedo diagnostics, inc.",charlestown,massachusetts,biotechnology,4
"investors associated, llp",hartland,wisconsin,other real estate,0
nb crossroads private markets fund v (ti) lp,new york,new york,pooled investment fund,1109
verdego aero,de leon springs,florida,other technology,0
"access vascular, inc.",bedford,massachusetts,biotechnology,7
mvp ls fund xxviii llc,austin,texas,pooled investment fund,2
"wincon capital, llc",millburn,new jersey,insurance,9
dinegigs inc.,richmond,virginia,other technology,0
"lorient healthcare fund, lp",birmingham,michigan,pooled investment fund,0
"tignis, inc.",seattle,washington,other technology,7
"junction energy partners i, lp",houston,texas,pooled investment fund,0
iifl opportunities fund 9,"port louis, mauritius",mauritius,pooled investment fund,27
pulse q&a inc.,san francisco,california,other,29
"z21 labs, inc.",palo alto,california,other,28
"usa millwork holding co., llc",beachwood,ohio,manufacturing,22
"citizens reserve, inc.",los gatos,california,other technology,1
iifl opportunities fund 8,port louis,mauritius,pooled investment fund,5
"full circle brewing, co. ltd. llc",fresno,california,other,0
joebotics inc,oakland,california,computers,1
"a-wqy-19-pr-fund, a series of angellist-er-funds, llc",salt lake city,utah,pooled investment fund,23
med ii s.l.p.,lyon,france,pooled investment fund,5
"srs special opportunities (car), lp",new york,new york,pooled investment fund,0
"srs special opportunities (car) offshore, lp",new york,new york,pooled investment fund,0
tcw direct lending vii llc,boston,massachusetts,pooled investment fund,0
neurogeneces llc,santa fe,new mexico,biotechnology,1
"northern swan holdings, inc.",new york,new york,other,31
montlake qiaif platform icav,dublin,ireland,pooled investment fund,9
"pomp & whimsy, llc",southlake,texas,manufacturing,1
palo alto blockchain & cryptocurrencies capital lp,palo alto,california,pooled investment fund,38
"titan fund, a series of titan capital worldwide, lp.",salt lake city,utah,pooled investment fund,4
"ra medical systems, inc.",carlsbad,california,biotechnology,7
"craniovation, inc.",durham,north carolina,other health care,5
lv investors llc,new york,new york,other,16
"patientfi, llc",irvine,california,other technology,14
motiveai inc,denver,colorado,other,1
jtt health management llc,grapevine,texas,other health care,2
"tempo management, llc",lincolnshire,illinois,other,8
"tempo holding company, llc",new york,new york,other,8
"spring care, inc.",brooklyn,new york,other health care,17
"family jones, llc",denver,colorado,other,4
"accesscoin, llc",oakland,california,other technology,101
"accesscoin, llc",oakland,california,other technology,1
"spinal singularity, inc.",san clemente,california,biotechnology,6
"pt wired, inc.",greensboro,north carolina,other technology,3
"30ventures fund i, l.p.",madison,wisconsin,pooled investment fund,0
"wild alaskan, inc.",brooklyn,new york,retailing,5
"teatime games, inc.",reykjavik,iceland,other technology,13
vr resources ltd.,vancouver,"british columbia, canada",other,1
vr resources ltd.,vancouver,"british columbia, canada",other,1
sparkling cocktail corp.,austin,texas,manufacturing,13
"commure, inc.",san francisco,california,other technology,4
green aloha ltd.,princeville,hawaii,agriculture,1
"cresco capital partners ii, llc",dallas,texas,pooled investment fund,0
"true sync media, inc.",arvada,colorado,other,1
pinchot lane partners lp,chapel hill,north carolina,pooled investment fund,6
reviv3 procare co,beverly hills,california,retailing,37
"vasari solar partners, llc",irvine,california,pooled investment fund,0
iifl opportunities fund 10,"port louis, mauritius",mauritius,pooled investment fund,2
"campbell equity alpha onshore fund, lp",baltimore,maryland,pooled investment fund,1
california gold mining inc.,toronto,"ontario, canada",other,1
"multisensor scientific, inc.",somerville,massachusetts,other,57
"fundrx capsule 19, a series of fundrx master fund i, llc",salt lake city,utah,pooled investment fund,4
sprott rights & pipes opportunity fund i lp,carlsbad,california,pooled investment fund,52
sprott rights & pipes opportunity vii lp,carlsbad,california,pooled investment fund,1
"best food trucks, inc.",del rey,california,other,1
"assisted 4 living, inc.",north point,florida,other health care,0
"streamable learning, inc.",charleston,south carolina,other technology,2
radical app international,grand cayman,cayman islands,other technology,9
owlet baby care inc.,lehi,utah,other technology,44
"lead edge partners opportunity xviii, lp",new york,new york,pooled investment fund,135
"maxxsure, llc",richardson,texas,other technology,1
"fund i, a series of pineapple capital, lp",salt lake city,utah,pooled investment fund,6
"pill club holdings, inc.",san carlos,california,other health care,4
"cushion ai, inc.",san francisco,california,other technology,2
mpm oncology innovations fund lp,cambridge,massachusetts,pooled investment fund,0
"ttcp fund ii, l.p.",minneapolis,minnesota,pooled investment fund,0
"virtua international holdings, llc",phoenix,arizona,other real estate,1
fx venture fund i lp,greenwood village,colorado,pooled investment fund,0
your storage fund 1 llc,springville,utah,commercial,0
"green park snacks, inc.",plainview,new york,retailing,1
"tech training ventures, llc",phoenix,maryland,other,1
"american discovery fund, l.p.",los angeles,california,pooled investment fund,25
equityzen growth technology fund llc - series 187,new york,new york,pooled investment fund,8
equityzen growth technology fund llc - series 186,new york,new york,pooled investment fund,63
cornerstone metals inc.,vancouver,"british columbia, canada",other,1
"ascentx medical, inc.",san diego,california,other,27
"summit investors credit iii, llc",boston,massachusetts,pooled investment fund,0
"roadsync, inc.",atlanta,georgia,other technology,21
rocojo llc,orem,utah,biotechnology,3
"genisphere, llc",new york,new york,investing,32
caltex music llc,canoga park,california,other,1
"napa valley fume, llc",st. helena,california,other,1
"neumentum, inc.",palo alto,california,pharmaceuticals,38
gitlinks inc.,austin,texas,other technology,10
orchid labs inc.,san francisco,california,other,42
valisure llc,new haven,connecticut,other health care,5
"rsip funding 2017 series 1-c, llc",richmond,virginia,other,0
"rsip funding 2017 series 1-f, llc",richmond,virginia,other,0
"rsip funding 2017 series 1-d, llc",richmond,virginia,other,0
"rsip funding 2017 series 1-e, llc",richmond,virginia,other,0
"ai narrator, inc.",new york,new york,other technology,7
"carapace buffered equity fund series - 1, a series of carapace funds, llc",bedminster,new jersey,pooled investment fund,38
triad life sciences inc.,collierville,tennessee,other,2
"duranc, inc.",nashville,tennessee,other technology,2
"duranc, inc.",nashville,tennessee,other technology,1
"roundoak properties, llc",germantown,tennessee,other real estate,1
"graphen, inc.",new york,new york,other technology,3
international cannabrands ltd.,denver,colorado,other,4
"merito, inc.",chapel hill,north carolina,other technology,1
scotty technologies inc.,palo alto,california,other,1
"phyzdata healthcare solutions, llc",san antonio,texas,other technology,1
"cnl growth properties iii, llc",orlando,florida,other real estate,0
"angelmd syndicate, llc - cadmium series i",seattle,washington,pooled investment fund,7
symphonic corp.,miami,florida,investing,3
