entity_name,primary_issuer_city,primary_issuer_state_or_country_description,industry_group_type,total_investors
"7evn, llc",san antonio,texas,other technology,1
metamorphosis iv llc,new york,new york,pooled investment fund,15
autonomous partners lp,san francisco,california,pooled investment fund,0
"brightstone diamonds, inc.",st. augustine,florida,retailing,0
periwinkle ventures fund ii llc,arlington,virginia,pooled investment fund,16
"ben, inc.",san diego,california,other,2
"strategikon pharma, inc.",san rafael,california,business services,0
"maingear, inc.",kenilworth,new jersey,computers,0
"qualmed pharmacy, inc.",englewood,colorado,pharmaceuticals,0
"spots development group, llc",atlanta,georgia,other technology,1
"nucleus195, llc",stamford,connecticut,business services,0
"timebomb, inc",austin,texas,other technology,3
"webster capital ii-a, l.p.",waltham,massachusetts,pooled investment fund,19
"speak agent, inc.",rockville,maryland,other technology,2
"drake's organic spirits, llc",minnetonka,minnesota,retailing,40
"hcg cp, llc",chicago,illinois,commercial,60
"joy drive oem, llc",raleigh,north carolina,other,1
nanotech engineering inc.,irvine,california,other technology,41
nanotech engineering inc.,irvine,california,other technology,41
"tortuga trace holdings, llc",atlanta,georgia,other real estate,0
"yc '18 spv, a series of kolysh investments, llc",salt lake city,utah,pooled investment fund,17
ppc fund ii lp,chicago,illinois,pooled investment fund,0
ppc fund ii-a lp,chicago,illinois,pooled investment fund,0
ppc fund ii-b lp,chicago,illinois,pooled investment fund,0
"cnl growth properties iii feeder, llc",orlando,florida,other real estate,0
"512 gordon street, llc",raleigh,north carolina,residential,4
"kneron, inc.",san diego,california,other technology,0
"carter multifamily growth & income fund, llc",tampa,florida,reits and finance,5
iifl opportunities fund 7,port louis,mauritius,pooled investment fund,1
"hawks landing luxury apartments, llc",sunrise,florida,residential,5
"additive device, inc.",durham,north carolina,other health care,10
"ecc holdings, llc",milwaukee,wisconsin,manufacturing,72
"scalyr, inc.",san mateo,california,other technology,5
"predictive logistics, inc.",lawrenceville,georgia,other real estate,0
"origin protocol, inc.",san francisco,california,other technology,190
"monetization solutions ii, inc.",atlanta,georgia,other,4
"cke management, llc",blacklick,ohio,other,11
"gourmed, llc",columbus,ohio,other,11
"eclectic fund i, a series of eclectic fund investments, lp",salt lake city,utah,pooled investment fund,16
hudson housing tax credit fund lxxxiii lp,new york,new york,other,1
european opportunistic property fund iv feeder lp,edinburgh,united kingdom,pooled investment fund,1
european opportunistic property fund iv feeder lp,edinburgh,united kingdom,pooled investment fund,1
european opportunistic property fund iv master lp,london,united kingdom,pooled investment fund,1
"longpoint minerals ii, llc",denver,colorado,oil and gas,20
andekan inc.,lafayette,california,other technology,1
"zt real estate fund, l.p.",pearland,texas,residential,42
"mxt, inc.",los angeles,california,other,1
"awecom, inc.",san francisco,california,other,2
"medmo, inc.",lewes,delaware,other health care,2
"open doors partners, llc",san francisco,california,other,0
rain therapeutics inc.,fremont,california,biotechnology,8
cytosite biopharma inc.,sudbury,massachusetts,biotechnology,1
global bit ventures inc.,burlington,massachusetts,other,4
"guard home & auto, llc",exton,pennsylvania,insurance,1
"virtua high growth fund iv, llc",phoenix,arizona,other real estate,1
pemberton strategic credit fund delaware i lp,george town,cayman islands,pooled investment fund,4
"blue highway growth capital fund, lp",boston,massachusetts,pooled investment fund,0
"lokaksema, inc.",baltimore,maryland,other technology,2
"untethered labs, inc.",college park,maryland,other technology,10
"gs management, llc",san diego,california,business services,10
"gs management, llc",san diego,california,business services,11
letsfundyou.com llc,plainview,new york,other banking and financial services,0
"supira medical, inc.",campbell,california,other,24
vytalyx inc,austin,texas,pharmaceuticals,1
vytalyx inc,austin,texas,pharmaceuticals,0
vytalyx inc,austin,texas,pharmaceuticals,0
"fugio private equity fund x, lp",pittsburgh,pennsylvania,pooled investment fund,79
"oha fd custom credit fund, l.p.",fort worth,texas,pooled investment fund,0
"oha fd custom credit aiv, l.p.",fort worth,texas,pooled investment fund,0
"convergence ventures i, lp",houston,texas,other,2
counterfind inc.,frisco,texas,other,9
"sustainable restaurant holdings, inc.",portland,oregon,restaurants,19
safest seats llc,pittsburgh,pennsylvania,manufacturing,2
minthealth inc.,san diego,california,other health care,13
"cip 4730 el camino, llc",laguna niguel,california,commercial,25
inx ltd,gibraltar,gibraltar,other technology,5
sondermind inc.,denver,colorado,other technology,26
tpeg fll hotel investors llc,southlake,texas,investing,95
tpeg rsl investors llc,southlake,texas,investing,35
"flagship healthcare operating partnership, lp",charlotte,north carolina,pooled investment fund,1
"coinswipe, inc.",san francisco,california,other technology,0
harvest direct enterprises llc,everett,washington,other technology,2
"physician made beverages, llc",mount pleasant,south carolina,other,1
"red cat propware, inc.",palmas del mar,puerto rico,other,7
karma nation llc,san diego,california,other,1
neji inc.,san francisco,california,other technology,2
blockchain foundry inc.,toronto,"ontario, canada",other technology,9
"pccp equity viii, lp",los angeles,california,pooled investment fund,17
"core 20/20, llc",austin,texas,other technology,1
dyal capital partners iv (b) lp,new york,new york,pooled investment fund,0
dyal capital partners iv (a) lp,new york,new york,pooled investment fund,0
genlith inc.,wayne,pennsylvania,business services,7
kerecis hf,reykjavik,iceland,biotechnology,1
"locust lane fund, lp",skaneateles,new york,pooled investment fund,5
"rethink community, lp",white plains,new york,pooled investment fund,0
"pasmaa gp investment fund, llc",mckinney,texas,other real estate,7
brigade abs fund i lp,new york,new york,pooled investment fund,1
tlon corp,san francisco,california,other technology,17
"varin/kenosha hotel partners ii, llc",highland park,illinois,commercial,27
"globevestor meta fund ii, a series of globevestor funds, llc",san mateo,california,pooled investment fund,17
"globevestor springboard fund ii, a series of globevestor funds, llc",san mateo,california,pooled investment fund,22
"globevestor wealthy fund i, a series of globevestor funds, llc",san mateo,california,pooled investment fund,18
"globevestor oorjan fund i, a series of globevestor funds, llc",san mateo,california,pooled investment fund,22
"globevestor sensus labs fund i, a series of globevestor funds, llc",san mateo,california,pooled investment fund,16
"globevestor ourhealthmate fund i, a series of globevestor funds, llc",san mateo,california,pooled investment fund,21
"globevestor chakr innovation fund i, a series of globevestor funds, llc",san mateo,california,pooled investment fund,29
"1992 tactical credit institutional fund, ltd.",new york,new york,pooled investment fund,0
"united material management, inc.",westborough,massachusetts,business services,1
"a-tqw-25-pr-fund, a series of ax-thnd-funds, llc",salt lake city,utah,pooled investment fund,16
"ip1-fund, a series of vt opportunity funds, llc",salt lake city,utah,pooled investment fund,8
"barstool sports, inc.",new york,new york,other,1
"barstool sports, inc.",new york,new york,other,1
"kruse capital fund d-i, lp",houston,texas,pooled investment fund,0
"sixthirty 2.0, llc",st. louis,missouri,pooled investment fund,21
juice the movie llc,austin,texas,other,4
"fundrx capsule 24, a series of fundrx master fund i, llc",salt lake city,utah,pooled investment fund,4
"smolboon-b-spv, a series of smolboon private placements llc",new york,new york,pooled investment fund,8
abraplata resource corp.,vancouver,"british columbia, canada",other,4
"goally, inc.",superior,colorado,other technology,1
canateq bandwidth development,rancho santa margarita,california,other health care,0
mvp ls fund xxxv llc,austin,texas,pooled investment fund,8
mvp ls fund xxxiv llc,austin,texas,pooled investment fund,27
"bp natural gas opportunity partners ii, l.p.",dallas,texas,pooled investment fund,41
"bdje, inc.",las vegas,nevada,other,1
"bdje, inc.",las vegas,nevada,other,1
"bdje, inc.",las vegas,nevada,other,2
"puris proteins, llc",minneapolis,minnesota,manufacturing,1
trax ltd,singapore,singapore,other technology,15
mind-x corp.,bethesda,maryland,other,1
"voyager capital fund v, l.p.",seattle,washington,pooled investment fund,0
"bubbleiq, inc.",boulder,colorado,other technology,12
agrios global holdings ltd.,vancouver,"british columbia, canada",other,4
ubiquicorp ltd,gilbraltar,gibraltar,other banking and financial services,508
"acadian china a shares equity fund, llc",boston,massachusetts,pooled investment fund,1
acadian emerging markets small-cap long-short equity ii fund,boston,massachusetts,pooled investment fund,1
"serface care, inc.",new york,new york,other,14
dwight securities fund ltd.,new york,new york,pooled investment fund,2
dwight bridge fund llc,new york,new york,pooled investment fund,8
euclidean fund for cancer research lp,new york,new york,pooled investment fund,8
"winter 18 investments, a series of jbm demo day funds, lp",salt lake city,utah,pooled investment fund,79
"sunstone fixed income fund ii, llc",long beach,california,pooled investment fund,2
drugcendr inc.,la jolla,california,biotechnology,1
"tear film innovations, inc.",carlsbad,california,other health care,27
"mdmv base shares i, a series of mdm master ventures llc",lewes,delaware,pooled investment fund,35
"a-aqa-23-fund, a series of sun room funds, llc",salt lake city,utah,pooled investment fund,11
"a-ggb-17-fund, a series of ax-rn-funds, llc",salt lake city,utah,pooled investment fund,47
"point clear capital partners, l.p.",panama city,florida,pooled investment fund,1
batch 22x ltd.,grand cayman,cayman islands,pooled investment fund,2
baird principal group partners fund ii limited partnership,milwaukee,wisconsin,pooled investment fund,0
"precisionhawk, inc.",raleigh,north carolina,other technology,1
"gross-wen technologies, inc.",ames,iowa,other technology,1
ablenook co.,tampa,florida,manufacturing,4
"tilden capital fund i, llc",salt lake city,utah,pooled investment fund,4
"cactus capital investments i, llc",salt lake city,utah,pooled investment fund,6
cyglass inc.,littleton,massachusetts,other technology,5
equityzen growth technology fund llc - series 209,new york,new york,pooled investment fund,14
equityzen growth technology fund llc - series 206,new york,new york,pooled investment fund,32
equityzen growth technology fund llc - series 205,new york,new york,pooled investment fund,6
