company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
"qualia, Hamilton Island",qualia.com.au,,,,53,http://www.linkedin.com/company/qualia-hamilton-island,2007,Hospitality,5985,,13462000,1,,,,,,$160M,"https://www.growjo.com/company/qualia,_Hamilton_Island","https://www.indeed.com/jobs?q=company%3A(qualia, Hamilton Island)",8%,For Contact Direct Phone Numbers and Emails see Lead411
Nearsure,nearsure.net,West Hollywood,CA,United States,43,http://www.linkedin.com/company/nearsure,,Tech Services,5986,,6235000,1,,,,,,,https://www.growjo.com/company/Nearsure,https://www.indeed.com/jobs?q=company%3A(Nearsure),79%,For Contact Direct Phone Numbers and Emails see Lead411
Freehand Hotels,freehandhotels.com,Miami,NY,United States,43,http://www.linkedin.com/company/freehand-hotels,2018,Hospitality,5987,,10922000,1,,,,,,,https://www.growjo.com/company/Freehand_Hotels,https://www.indeed.com/jobs?q=company%3A(Freehand Hotels),79%,For Contact Direct Phone Numbers and Emails see Lead411
CANAL+ Brand Solutions,canalplusbrandsolutions.fr,Boulogne-Billancourt,,France,95,http://www.linkedin.com/company/canal-brand-solutions,,Marketing,5988,5216,23750000,1,,,,,,,https://www.growjo.com/company/CANAL+_Brand_Solutions,https://www.indeed.com/jobs?q=company%3A(CANAL+ Brand Solutions),58%,For Contact Direct Phone Numbers and Emails see Lead411
Level Ex,level-ex.com,Chicago,IL,United States,135,http://www.linkedin.com/company/level-ex,2015,Digital Health,5989,3096,19575000,6,"Games, Video Games, Health Care Information Technology, Mobile Games",OSF Ventures,,,,$17.2M,https://www.growjo.com/company/Level_Ex,https://www.indeed.com/jobs?q=company%3A(Level Ex),55%,For Contact Direct Phone Numbers and Emails see Lead411
Aper,aper.com,Miami,FL,United States,130,http://www.linkedin.com/company/aperglobal,2016,Tech Services,5990,,18850000,1,,,,,,,https://www.growjo.com/company/Aper,https://www.indeed.com/jobs?q=company%3A(Aper),59%,For Contact Direct Phone Numbers and Emails see Lead411
1NCE,1nce.com,KÃ¶ln,,Germany,87,http://www.linkedin.com/company/1nce,2017,Telecom,5991,6619,28275000,1,,,,,,,https://www.growjo.com/company/1NCE,https://www.indeed.com/jobs?q=company%3A(1NCE),58%,For Contact Direct Phone Numbers and Emails see Lead411
WCG IRB,wcgirb.com,Cary,NC,United States,87,http://www.linkedin.com/company/wcg-irb,1968,Pharma,5992,,17487000,1,,,,,,,https://www.growjo.com/company/WCG_IRB,https://www.indeed.com/jobs?q=company%3A(WCG IRB),58%,For Contact Direct Phone Numbers and Emails see Lead411
Wir sind Liebscher & Bracht,liebscher-bracht.com,Berlin,,Germany,87,http://www.linkedin.com/company/liebscher-&-bracht,2009,Medical,5993,7673,,1,,,,,,,https://www.growjo.com/company/Wir_sind_Liebscher_&_Bracht,https://www.indeed.com/jobs?q=company%3A(Wir sind Liebscher & Bracht),58%,For Contact Direct Phone Numbers and Emails see Lead411
Stackline,stackline.com,Seattle,WA,United States,143,http://www.linkedin.com/company/stackline,,Retail,5994,5174,32461000,1,saas,,,,,,https://www.growjo.com/company/Stackline,https://www.indeed.com/jobs?q=company%3A(Stackline),30%,For Contact Direct Phone Numbers and Emails see Lead411
Yumi,helloyumi.com,los angeles,CA,United States,54,http://www.linkedin.com/company/helloyumi,,Food,5995,6353,14580000,1,"E-Commerce, Food and Beverages, Organic Food, Food Tech",,,,,$12.1M,https://www.growjo.com/company/Yumi,https://www.indeed.com/jobs?q=company%3A(Yumi),8%,For Contact Direct Phone Numbers and Emails see Lead411
Digital Diagnostics,dxs.ai,Coralville,IA,United States,79,http://www.linkedin.com/company/digital-diagnostics,2010,Medical Equip,5996,3718,19829000,1,,,,,,,https://www.growjo.com/company/Digital_Diagnostics,https://www.indeed.com/jobs?q=company%3A(Digital Diagnostics),58%,For Contact Direct Phone Numbers and Emails see Lead411
Centerfield,centerfield.com,Los Angeles,CA,United States,522,http://www.linkedin.com/company/centerfield-media,,Martech,5997,,130500000,1,"Technology, Digital Marketing, Adtech",,,,,$156M,https://www.growjo.com/company/Centerfield,https://www.indeed.com/jobs?q=company%3A(Centerfield),24%,For Contact Direct Phone Numbers and Emails see Lead411
Pidge,pidge.in,Gurgaon,,India,52,http://www.linkedin.com/company/pidge-mobility,2018,Logistics,5998,2903,15860000,1,,,,,,,https://www.growjo.com/company/Pidge,https://www.indeed.com/jobs?q=company%3A(Pidge),79%,For Contact Direct Phone Numbers and Emails see Lead411
Seven Generations Architecture and Engineering,7genae.com,Kalamazoo,MI,United States,52,http://www.linkedin.com/company/seven-generations-architecture-and-engineering-llc,2012,Architecture,5999,,16796000,1,,,,,,,https://www.growjo.com/company/Seven_Generations_Architecture_and_Engineering,https://www.indeed.com/jobs?q=company%3A(Seven Generations Architecture and Engineering),79%,For Contact Direct Phone Numbers and Emails see Lead411
G.Network Communications,g.network,London,ENG,UK,229,http://www.linkedin.com/company/g-network-communications-ltd,2016,Telecom,6000,5812,74425000,3,,,,,,,https://www.growjo.com/company/G.Network_Communications,https://www.indeed.com/jobs?q=company%3A(G.Network Communications),58%,For Contact Direct Phone Numbers and Emails see Lead411
Scale Media,scale.tech,Greater Los Angeles,CA,United States,132,http://www.linkedin.com/company/scalemedia,2013,Marketing,6001,,33000000,13,,,,,,,https://www.growjo.com/company/Scale_Media,https://www.indeed.com/jobs?q=company%3A(Scale Media),50%,For Contact Direct Phone Numbers and Emails see Lead411
Metris Global,metrisglobal.com,Queen Creek,AZ,United States,72,http://www.linkedin.com/company/metris-llc,2011,Defense,6002,,22176000,20,,,,,,,https://www.growjo.com/company/Metris_Global,https://www.indeed.com/jobs?q=company%3A(Metris Global),33%,For Contact Direct Phone Numbers and Emails see Lead411
Invillia,invillia.com,Global,,South Africa,791,http://www.linkedin.com/company/invillia,2003,Tech Services,6003,9283,114695000,1,,,,,,,https://www.growjo.com/company/Invillia,https://www.indeed.com/jobs?q=company%3A(Invillia),77%,For Contact Direct Phone Numbers and Emails see Lead411
PureTech Health,puretechhealth.com,Boston,MA,United States,84,http://www.linkedin.com/company/puretech-health,,Biotech,6004,,13020000,14,"Biotechnology,Healthcare,Pharmaceuticals",Invesco Perpetual,,B2B,,$50M,https://www.growjo.com/company/PureTech_Health,https://www.indeed.com/jobs?q=company%3A(PureTech Health),15%,For Contact Direct Phone Numbers and Emails see Lead411
Keller Williams Realty Greater Seattle,kwgreaterseattle.com,Seattle,WA,United States,107,http://www.linkedin.com/company/keller-williams-realty-greater-seattle,2008,Real Estate,6005,,12060000,2,,,,,,,https://www.growjo.com/company/Keller_Williams_Realty_Greater_Seattle,https://www.indeed.com/jobs?q=company%3A(Keller Williams Realty Greater Seattle),57%,For Contact Direct Phone Numbers and Emails see Lead411
Sumsub,sumsub.com,London,,United Kingdom,71,http://www.linkedin.com/company/sumsub,2015,Tech Services,6006,5591,10295000,1,,,,,,,https://www.growjo.com/company/Sumsub,https://www.indeed.com/jobs?q=company%3A(Sumsub),58%,For Contact Direct Phone Numbers and Emails see Lead411
IMCI GROUP International Ltd,imci-group.com,,,United Kingdom,71,http://www.linkedin.com/company/imc-integral-management-consultancy-international,2004,Consulting,6007,8347,,1,,,,,,,https://www.growjo.com/company/IMCI_GROUP_International_Ltd,https://www.indeed.com/jobs?q=company%3A(IMCI GROUP International Ltd),58%,For Contact Direct Phone Numbers and Emails see Lead411
Insight PA Cyber Charter School,insightpa.k12.com,Exton,PA,United States,106,http://www.linkedin.com/company/insightpaschool,,Learning,6008,,17490000,1,,,,,,,https://www.growjo.com/company/Insight_PA_Cyber_Charter_School,https://www.indeed.com/jobs?q=company%3A(Insight PA Cyber Charter School),58%,For Contact Direct Phone Numbers and Emails see Lead411
AltaML,altaml.com,Edmonton,ON,CAN,106,http://www.linkedin.com/company/altaml,2018,Tech Services,6009,6378,15370000,1,,,,,,,https://www.growjo.com/company/AltaML,https://www.indeed.com/jobs?q=company%3A(AltaML),58%,For Contact Direct Phone Numbers and Emails see Lead411
PrimePay,primepay.com,West Chester,PA,United States,594,http://www.linkedin.com/company/primepay,1986,Finance,6010,,124740000,1,"Enterprise Software,Finance",,,B2B,,,https://www.growjo.com/company/PrimePay,https://www.indeed.com/jobs?q=company%3A(PrimePay),-4%,For Contact Direct Phone Numbers and Emails see Lead411
Alvarez & Marsal Capital Partners,a-mcapital.com,Greenwich,,,32,http://www.linkedin.com/company/alvarez-&-marsal-capital-partners,2011,Finance,6011,3379,6720000,1,,,,,,,https://www.growjo.com/company/Alvarez_&_Marsal_Capital_Partners,https://www.indeed.com/jobs?q=company%3A(Alvarez & Marsal Capital Partners),7%,For Contact Direct Phone Numbers and Emails see Lead411
Spring Loaded Technology,springloadedtechnology.com,Dartmouth,,,32,http://www.linkedin.com/company/spring-loaded-technology,2012,Digital Health,6012,5769,8640000,1,"Medical Devices, Sports, DOD/Military",,,,,$4.1M,https://www.growjo.com/company/Spring_Loaded_Technology,https://www.indeed.com/jobs?q=company%3A(Spring Loaded Technology),7%,For Contact Direct Phone Numbers and Emails see Lead411
QMX Gold Corporation,qmxgold.ca,Val d'Or,,,32,http://www.linkedin.com/company/qmx-gold-corp-,2006,Mining,6013,5730,7840000,1,,,,,,$49M,https://www.growjo.com/company/QMX_Gold_Corporation,https://www.indeed.com/jobs?q=company%3A(QMX Gold Corporation),7%,For Contact Direct Phone Numbers and Emails see Lead411
Percipient.ai,percipient.ai,Sunnyvale,CA,United States,55,http://www.linkedin.com/company/percipient-ai,2016,Tech Services,6014,2212,7975000,1,,Venrock,,,,$37.2M,https://www.growjo.com/company/Percipient.ai,https://www.indeed.com/jobs?q=company%3A(Percipient.ai),8%,For Contact Direct Phone Numbers and Emails see Lead411
Ursa,ursaspace.com,Ithaca,,,55,http://www.linkedin.com/company/ursa-space-systems-inc-,2014,Technology,6015,2640,11110000,1,,,,,,$28.1M,https://www.growjo.com/company/Ursa,https://www.indeed.com/jobs?q=company%3A(Ursa),8%,For Contact Direct Phone Numbers and Emails see Lead411
Nanalysis,nanalysis.com,Calgary,AB,CAN,55,http://www.linkedin.com/company/nanalysis-corp.,2009,Electronics,6016,5862,13475000,1,,,,,,$4.4M,https://www.growjo.com/company/Nanalysis,https://www.indeed.com/jobs?q=company%3A(Nanalysis),8%,For Contact Direct Phone Numbers and Emails see Lead411
Avalanche Technology Inc.,avalanche-technology.com,Fremont,CA,United States,55,http://www.linkedin.com/company/avalanche-technology-inc-,2006,Semiconductors,6017,6371,15125000,1,Semiconductors,,,,,$140.5M,https://www.growjo.com/company/Avalanche_Technology_Inc.,https://www.indeed.com/jobs?q=company%3A(Avalanche Technology Inc.),8%,For Contact Direct Phone Numbers and Emails see Lead411
TOM,tom-bv.com,Bladel,,United States,203,http://www.linkedin.com/company/t-o-m-bv,2005,Retail,6018,6533,46081000,1,,,,,,,https://www.growjo.com/company/TOM,https://www.indeed.com/jobs?q=company%3A(TOM),59%,For Contact Direct Phone Numbers and Emails see Lead411
Mighty Networks,mightynetworks.com,,CA,United States,65,http://www.linkedin.com/company/mightybell,2012,EdTech,6019,5406,6960000,3,saas,,,,,$66M,https://www.growjo.com/company/Mighty_Networks,https://www.indeed.com/jobs?q=company%3A(Mighty Networks),55%,For Contact Direct Phone Numbers and Emails see Lead411
Catholic Early EdCare,catholicearlyedcare.qld.edu.au,,,Australia,168,http://www.linkedin.com/company/catholic-early-edcare,,Education,6020,6574,30240000,1,,,,,,,https://www.growjo.com/company/Catholic_Early_EdCare,https://www.indeed.com/jobs?q=company%3A(Catholic Early EdCare),58%,For Contact Direct Phone Numbers and Emails see Lead411
Cogent Bank,cogentbank.net,Orange City,FL,United States,98,http://www.linkedin.com/company/cogent-bank,2001,Banking,6021,6811,20580000,1,,,,,,,https://www.growjo.com/company/Cogent_Bank,https://www.indeed.com/jobs?q=company%3A(Cogent Bank),58%,For Contact Direct Phone Numbers and Emails see Lead411
SRM Concrete,smyrnareadymix.com,Nashville,TN,United States,160,http://www.linkedin.com/company/srm-concrete,1999,Construction,6022,,46400000,1,,,,,,,https://www.growjo.com/company/SRM_Concrete,https://www.indeed.com/jobs?q=company%3A(SRM Concrete),58%,For Contact Direct Phone Numbers and Emails see Lead411
New U Life,newulife.com,Pleasant Hill,CA,United States,131,http://www.linkedin.com/company/new-u-life-llc,2017,Health,6023,4650,35370000,1,,,,,,,https://www.growjo.com/company/New_U_Life,https://www.indeed.com/jobs?q=company%3A(New U Life),30%,For Contact Direct Phone Numbers and Emails see Lead411
Niagara 2021 Canada Games / Jeux d?été du Canada Niagara 2021,niagara2021.ca,St Catharines,,United States,63,http://www.linkedin.com/company/2021-canada-summer-games-niagara,2017,Sports,6024,2017,10080000,1,,,,,,,https://www.growjo.com/company/Niagara_2021_Canada_Games_/_Jeux_d?été_du_Canada_Niagara_2021,https://www.indeed.com/jobs?q=company%3A(Niagara 2021 Canada Games / Jeux d?été du Canada Niagara 2021),57%,For Contact Direct Phone Numbers and Emails see Lead411
PLACE Inc.,placeinc.com,Bellingham,WA,United States,63,http://www.linkedin.com/company/placeinc,2020,Real Estate,6025,,,1,,,,,,,https://www.growjo.com/company/PLACE_Inc.,https://www.indeed.com/jobs?q=company%3A(PLACE Inc.),57%,For Contact Direct Phone Numbers and Emails see Lead411
Moore Agencies of New England,mooreagencies.com,Marlborough,MA,United States,63,http://www.linkedin.com/company/moore-agencies-of-new-england,,Insurance,6026,7473,13860000,1,,,,,,,https://www.growjo.com/company/Moore_Agencies_of_New_England,https://www.indeed.com/jobs?q=company%3A(Moore Agencies of New England),57%,For Contact Direct Phone Numbers and Emails see Lead411
ChowNow,chownow.com,Playa Vista,CA,United States,460,http://www.linkedin.com/company/chownow,2010,eCommerceTech,6027,7072,66700000,1,"Mobile, Internet, E-Commerce, Mobile Commerce, Hospitality, Local, Social Commerce, Restaurants, Apps, Same Day Delivery",,,,,$64M,https://www.growjo.com/company/ChowNow,https://www.indeed.com/jobs?q=company%3A(ChowNow),64%,For Contact Direct Phone Numbers and Emails see Lead411
HempFusion,hempfusion.com,Denver,CO,United States,44,http://www.linkedin.com/company/metacan-inc.,2015,Food,6028,6192,11880000,1,,,,,,$42M,https://www.growjo.com/company/HempFusion,https://www.indeed.com/jobs?q=company%3A(HempFusion),7%,For Contact Direct Phone Numbers and Emails see Lead411
Serenity Mental Health Centers,serenitymentalhealthcenters.com,Gilbert,UT,United States,90,http://www.linkedin.com/company/serenitymentalhealthcenters,2017,Hospital/Healthcare,6029,5306,24300000,1,,,,,,,https://www.growjo.com/company/Serenity_Mental_Health_Centers,https://www.indeed.com/jobs?q=company%3A(Serenity Mental Health Centers),58%,For Contact Direct Phone Numbers and Emails see Lead411
GlideFast Consulting,glidefast.com,Woburn,MA,United States,142,http://www.linkedin.com/company/glidefast,2015,Tech Services,6030,12717,20590000,4,,,,,,,https://www.growjo.com/company/GlideFast_Consulting,https://www.indeed.com/jobs?q=company%3A(GlideFast Consulting),42%,For Contact Direct Phone Numbers and Emails see Lead411
Domestika,domestika.org,San Francisco,CA,United States,867,http://www.linkedin.com/company/domestika,,Tech Services,6031,4025,125715000,1,"Marketplace,E-Commerce,Education",,,B2C,,,https://www.growjo.com/company/Domestika,https://www.indeed.com/jobs?q=company%3A(Domestika),90%,For Contact Direct Phone Numbers and Emails see Lead411
Colorado Access,coaccess.com,Aurora,CO,United States,600,http://www.linkedin.com/company/colorado-access,1994,Hospital/Healthcare,6032,,162000000,1,,,,,,,https://www.growjo.com/company/Colorado_Access,https://www.indeed.com/jobs?q=company%3A(Colorado Access),-5%,For Contact Direct Phone Numbers and Emails see Lead411
The Shortest Track Company,shortesttrack.com,Chicago,IL,United States,32,http://www.linkedin.com/company/shortesttrack,,Tech Services,6033,,4640000,1,,,,,,,https://www.growjo.com/company/The_Shortest_Track_Company,https://www.indeed.com/jobs?q=company%3A(The Shortest Track Company),78%,For Contact Direct Phone Numbers and Emails see Lead411
Escient Pharmaceuticals,escientpharma.com,San Diego,CA,United States,40,http://www.linkedin.com/company/escientpharmaceuticals,2018,Biotech,6034,4311,6200000,1,,,,,,$117.5M,https://www.growjo.com/company/Escient_Pharmaceuticals,https://www.indeed.com/jobs?q=company%3A(Escient Pharmaceuticals),21%,For Contact Direct Phone Numbers and Emails see Lead411
Realty ONE Group Prosper,realtyonegroupprosper.com,Austin,TX,United States,67,http://www.linkedin.com/company/rogprosper,,Real Estate,6035,,,1,,,,,,,https://www.growjo.com/company/Realty_ONE_Group_Prosper,https://www.indeed.com/jobs?q=company%3A(Realty ONE Group Prosper),29%,For Contact Direct Phone Numbers and Emails see Lead411
red violet (NASDAQ: RDVT),redviolet.com,Boca Raton,FL,United States,45,http://www.linkedin.com/company/redviolet,2017,Tech Services,6036,6534,6525000,1,saas,,,,,$7.5M,https://www.growjo.com/company/red_violet_(NASDAQ:_RDVT),https://www.indeed.com/jobs?q=company%3A(red violet (NASDAQ: RDVT)),7%,For Contact Direct Phone Numbers and Emails see Lead411
Titan Mining Corporation,titanminingcorp.com,Gouverneur,NY,,45,http://www.linkedin.com/company/titan-mining-corporation,2012,Mining,6037,,11025000,1,,,,,,CA$6.3M,https://www.growjo.com/company/Titan_Mining_Corporation,https://www.indeed.com/jobs?q=company%3A(Titan Mining Corporation),7%,For Contact Direct Phone Numbers and Emails see Lead411
Sanara MedTech,sanaramedtech.com,Fort Worth,TX,United States,45,http://www.linkedin.com/company/sanara-medtech,,Hospital/Healthcare,6038,5134,12150000,1,,,,,,$41.6M,https://www.growjo.com/company/Sanara_MedTech,https://www.indeed.com/jobs?q=company%3A(Sanara MedTech),7%,For Contact Direct Phone Numbers and Emails see Lead411
Qualitas Health,qualitas-health.com,Houston,TX,United States,57,http://www.linkedin.com/company/qualitas-health,,Health,6039,,15390000,1,,,,,,$10M,https://www.growjo.com/company/Qualitas_Health,https://www.indeed.com/jobs?q=company%3A(Qualitas Health),8%,For Contact Direct Phone Numbers and Emails see Lead411
rain South Africa,rain.co.za,Johannesburg,Gau,South Africa,307,http://www.linkedin.com/company/rainsouthafrica,,Telecom,6040,8337,99775000,1,,,,,,,https://www.growjo.com/company/rain_South_Africa,https://www.indeed.com/jobs?q=company%3A(rain South Africa),61%,For Contact Direct Phone Numbers and Emails see Lead411
Curative,curativetalent.com,Dallas,TX,United States,182,http://www.linkedin.com/company/curativetalent,,Recruiting,6041,5239,21840000,1,,,,,,,https://www.growjo.com/company/Curative,https://www.indeed.com/jobs?q=company%3A(Curative),58%,For Contact Direct Phone Numbers and Emails see Lead411
MetroNet,metronetinc.com,Evansville,IN,United States,759,http://www.linkedin.com/company/metronet-inc.,2005,Telecom,6042,,246675000,38,,,,,,,https://www.growjo.com/company/MetroNet,https://www.indeed.com/jobs?q=company%3A(MetroNet),30%,For Contact Direct Phone Numbers and Emails see Lead411
Mimosa Homes Pty Ltd,mimosahomes.com.au,Derrimut,,Australia,101,http://www.linkedin.com/company/mimosa-homes-australia,2007,Construction,6043,9678,29290000,1,,,,,,,https://www.growjo.com/company/Mimosa_Homes_Pty_Ltd,https://www.indeed.com/jobs?q=company%3A(Mimosa Homes Pty Ltd),58%,For Contact Direct Phone Numbers and Emails see Lead411
Liberkeys,liberkeys.com,Paris,,France,101,http://www.linkedin.com/company/liberkeys,2017,Real Estate,6044,2999,,1,,,,,,,https://www.growjo.com/company/Liberkeys,https://www.indeed.com/jobs?q=company%3A(Liberkeys),58%,For Contact Direct Phone Numbers and Emails see Lead411
Ledge Lounger,ledgeloungers.com,Brookshire,TX,United States,41,http://www.linkedin.com/company/ledge-lounger,2011,Furniture,6045,,11767000,1,,,,,,,https://www.growjo.com/company/Ledge_Lounger,https://www.indeed.com/jobs?q=company%3A(Ledge Lounger),78%,For Contact Direct Phone Numbers and Emails see Lead411
Alliance Global Communications,alliancecomms.com,Plainsboro,NJ,United States,41,http://www.linkedin.com/company/alliance-global-communications,,Telecom,6046,,13325000,1,,,,,,,https://www.growjo.com/company/Alliance_Global_Communications,https://www.indeed.com/jobs?q=company%3A(Alliance Global Communications),78%,For Contact Direct Phone Numbers and Emails see Lead411
ServiceMac,servicemacusa.com,Charlotte,NC,United States,144,http://www.linkedin.com/company/servicemacllc,2017,Finance,6047,5387,30240000,6,,,,,,,https://www.growjo.com/company/ServiceMac,https://www.indeed.com/jobs?q=company%3A(ServiceMac),55%,For Contact Direct Phone Numbers and Emails see Lead411
Nox Health,noxhealth.com,Atlanta,GA,United States,74,http://www.linkedin.com/company/nox-health,,Health,6048,7190,19980000,1,,,,,,,https://www.growjo.com/company/Nox_Health,https://www.indeed.com/jobs?q=company%3A(Nox Health),57%,For Contact Direct Phone Numbers and Emails see Lead411
Dotcom Software Solutions,dotcomsoftware.co.za,Centurion,,South Africa,74,http://www.linkedin.com/company/dotcom-software-solutions,2011,Tech Services,6049,5941,10730000,1,,,,,,,https://www.growjo.com/company/Dotcom_Software_Solutions,https://www.indeed.com/jobs?q=company%3A(Dotcom Software Solutions),57%,For Contact Direct Phone Numbers and Emails see Lead411
Lexicon Digital,lexicon.com.au,Melbourne,,Australia,74,http://www.linkedin.com/company/lexicon-digital,2016,Tech Services,6050,8967,10730000,1,,,,,,,https://www.growjo.com/company/Lexicon_Digital,https://www.indeed.com/jobs?q=company%3A(Lexicon Digital),57%,For Contact Direct Phone Numbers and Emails see Lead411
ADENCO,adenco.com.au,Balcatta,,Australia,74,http://www.linkedin.com/company/adenco,2014,Construction,6051,6039,21460000,1,,,,,,,https://www.growjo.com/company/ADENCO,https://www.indeed.com/jobs?q=company%3A(ADENCO),57%,For Contact Direct Phone Numbers and Emails see Lead411
Tomorrow,tomorrow.one,Hamburg,,Germany,74,http://www.linkedin.com/company/tomorrow-one,2017,Finance,6052,5998,15540000,1,,,,,,,https://www.growjo.com/company/Tomorrow,https://www.indeed.com/jobs?q=company%3A(Tomorrow),57%,For Contact Direct Phone Numbers and Emails see Lead411
JBCHoldings,jbcholdings.com,New York,NY,United States,147,http://www.linkedin.com/company/jbcholdings-llc,2008,Recruiting,6053,2612,17640000,1,,,,,,,https://www.growjo.com/company/JBCHoldings,https://www.indeed.com/jobs?q=company%3A(JBCHoldings),58%,For Contact Direct Phone Numbers and Emails see Lead411
Statistics & Data Corporation (SDC),sdcclinical.com,Tempe,AZ,United States,178,http://www.linkedin.com/company/statistics-&-data-corporation,2005,Biotech,6054,6346,27590000,29,"Fitness and Wellness,Healthcare",,,,,,https://www.growjo.com/company/Statistics_&_Data_Corporation_(SDC),https://www.indeed.com/jobs?q=company%3A(Statistics & Data Corporation (SDC)),44%,For Contact Direct Phone Numbers and Emails see Lead411
BrainStation,brainstation.io,New York,NY,United States,413,http://www.linkedin.com/company/brainstation,2012,EdTech,6055,8324,74340000,1,Education,,,,,,https://www.growjo.com/company/BrainStation,https://www.indeed.com/jobs?q=company%3A(BrainStation),50%,For Contact Direct Phone Numbers and Emails see Lead411
Pai Skincare,paiskincare.com,London,ENG,UK,58,http://www.linkedin.com/company/pai-skincare,,Retail,6056,,13166000,1,,,,,,$13.3M,https://www.growjo.com/company/Pai_Skincare,https://www.indeed.com/jobs?q=company%3A(Pai Skincare),7%,For Contact Direct Phone Numbers and Emails see Lead411
Curio,curio.io,London,,,58,http://www.linkedin.com/company/curio-labs,,Media,6057,4417,11890000,1,"Mobile, Digital Media, Audio, Artificial Intelligence",,,,,$9M,https://www.growjo.com/company/Curio,https://www.indeed.com/jobs?q=company%3A(Curio),7%,For Contact Direct Phone Numbers and Emails see Lead411
Planet Pharma,planet-pharma.com,Northbrook,IL,United States,482,http://www.linkedin.com/company/planet-pharma,,Recruiting,6058,,57840000,1,,,,,,,https://www.growjo.com/company/Planet_Pharma,https://www.indeed.com/jobs?q=company%3A(Planet Pharma),64%,For Contact Direct Phone Numbers and Emails see Lead411
Wharton Asia Exchange,whartonasia.net,Philadelphia,PA,United States,50,http://www.linkedin.com/company/wharton-asia-exchange,2001,Trade,6059,,,1,,,,,,,https://www.growjo.com/company/Wharton_Asia_Exchange,https://www.indeed.com/jobs?q=company%3A(Wharton Asia Exchange),79%,For Contact Direct Phone Numbers and Emails see Lead411
Clear Blue Technologies,clearbluetechnologies.com,Toronto,ON,CAN,34,http://www.linkedin.com/company/clear-blue-technologies-inc-,2011,Environmental,6060,,7140000,1,"Cleantech,Computer Hardware,Data Storage,Energy,Hardware,Hardware Peripherals,Information Security,Physical Security,Security,Solar Power,Storage,Wind Power",,,B2B,,$7.1M.,https://www.growjo.com/company/Clear_Blue_Technologies,https://www.indeed.com/jobs?q=company%3A(Clear Blue Technologies),6%,For Contact Direct Phone Numbers and Emails see Lead411
Three Ships,three-ships.com,Raleigh,NC,United States,93,http://www.linkedin.com/company/threeships,2009,Martech,6061,,23250000,1,"Advertising,Analytics,Marketing,Marketing Analytics",,,B2B,,$500K,https://www.growjo.com/company/Three_Ships,https://www.indeed.com/jobs?q=company%3A(Three Ships),58%,For Contact Direct Phone Numbers and Emails see Lead411
Oxford Finance,oxfordfinance.com,Alexandria,VA,United States,63,http://www.linkedin.com/company/oxford-finance-llc,,Finance,6062,1601,13230000,1,,,,,,,https://www.growjo.com/company/Oxford_Finance,https://www.indeed.com/jobs?q=company%3A(Oxford Finance),0%,For Contact Direct Phone Numbers and Emails see Lead411
USC Global Investment Society,globalinvestmentsociety.com,Los Angeles,CA,United States,59,http://www.linkedin.com/company/usc-global-investment-society,2018,Finance,6063,8565,12390000,1,,,,,,,https://www.growjo.com/company/USC_Global_Investment_Society,https://www.indeed.com/jobs?q=company%3A(USC Global Investment Society),79%,For Contact Direct Phone Numbers and Emails see Lead411
Sun Investment Group (SIG),suninvestmentgroup.com,Vilnius,,Poland,59,http://www.linkedin.com/company/suninvestmentgroup,2017,Environmental,6064,9508,12390000,1,,,,,,,https://www.growjo.com/company/Sun_Investment_Group_(SIG),https://www.indeed.com/jobs?q=company%3A(Sun Investment Group (SIG)),79%,For Contact Direct Phone Numbers and Emails see Lead411
Kristu Jayanti College Autonomous,kristujayanti.edu.in,Bengaluru,,India,158,http://www.linkedin.com/company/kristujayanticollegeautonomous,1999,Education,6065,6652,28440000,1,,,,,,,https://www.growjo.com/company/Kristu_Jayanti_College_Autonomous,https://www.indeed.com/jobs?q=company%3A(Kristu Jayanti College Autonomous),58%,For Contact Direct Phone Numbers and Emails see Lead411
onXmaps,onxmaps.com,Missoula,MT,United States,241,http://www.linkedin.com/company/onxmaps,2009,Tech Services,6066,2823,34945000,15,"Maps, Technology, High Tech, Geospatial, Mobile Application",Summit Partners,,,,$20.3M,https://www.growjo.com/company/onXmaps,https://www.indeed.com/jobs?q=company%3A(onXmaps),39%,For Contact Direct Phone Numbers and Emails see Lead411
Matterkind,wearematterkind.com,,,United States,608,http://www.linkedin.com/company/matterkind,,Marketing,6067,,152000000,1,,,,,,,https://www.growjo.com/company/Matterkind,https://www.indeed.com/jobs?q=company%3A(Matterkind),71%,For Contact Direct Phone Numbers and Emails see Lead411
Repligen Corporation,repligen.com,Waltham,MA,United States,641,http://www.linkedin.com/company/repligen-corporation,1981,Biotech,6068,,99355000,4,"Biotechnology,Healthcare,Pharmaceuticals","J.P. Morgan Securities LLC, Stephens Inc",,B2B,,$918.2M,https://www.growjo.com/company/Repligen_Corporation,https://www.indeed.com/jobs?q=company%3A(Repligen Corporation),28%,For Contact Direct Phone Numbers and Emails see Lead411
Allbound,allbound.com,Phoenix,AZ,United States,59,http://www.linkedin.com/company/allbound,2014,Salestech,6069,4475,8120000,1,"Enterprise Software,Marketing, sales, saas",Canal Partners,,B2B,,$9.4M,https://www.growjo.com/company/Allbound,https://www.indeed.com/jobs?q=company%3A(Allbound),7%,For Contact Direct Phone Numbers and Emails see Lead411
